1.310455300129339521e-05	3.289789169884002585e-04	5.200085571480582381e-04	4.675915814797633983e-03
1.154891222955963369e-05	1.313851573616548135e-03	1.828107237065874132e-03	4.596191717331775915e-03
2.830162288099201978e-06	1.761206965987918314e-03	3.320867819030657773e-04	1.027212197032264553e-02
0.000000000000000000e+00	3.434759604197461930e-03	1.565402671909716260e-03	4.662082075962130367e-03
3.092081278365271801e-02	5.485591462455537571e-05	7.737512027208993948e-03	1.527357137099159996e-02
1.450153966724668057e-02	6.951132140652336623e-04	1.419336247107328385e-02	2.390488119597061062e-02
5.007402603447339180e-03	2.097166007790463057e-05	7.688926694731404790e-03	3.989341810891418663e-03
1.410460393211529842e-02	3.159584433347465554e-03	8.022354026653234077e-03	2.758269632218184747e-02
1.396161267161038222e-01	2.855088716562972353e-04	0.000000000000000000e+00	8.086855739999919412e-03
4.578026051750602038e-02	1.803168816696201781e-05	4.950663897246484742e-05	2.323221093892984673e-02
1.463684187812279609e-02	1.706861807764496893e-04	2.159275695291611446e-04	8.329110312465737992e-03
1.718573361352362106e-01	1.421539698203117376e-03	0.000000000000000000e+00	2.044392261477731218e-02
2.429546825971770352e-01	2.536920682134718302e-03	1.834063078085807624e-02	1.605125744232550204e-216
6.236506262448175686e-02	3.352534798672401114e-04	4.528897825413294442e-02	1.565246773390872523e-02
6.486609588209055199e-02	1.621022917947505249e-02	9.672560896360335447e-02	5.183508305384716648e-05
1.193276615851222161e-01	3.417321049513455476e-04	3.208647554736471924e-02	2.088087168856239077e-03
1.346085082145288196e-04	1.697921485353581783e-03	5.152462016143333212e-03	4.062604588459557166e-03
2.735226278113239251e-04	1.561564658967525172e-03	3.005551208716269497e-03	6.780531162253937080e-03
4.249614272809227873e-05	1.665888670083166606e-03	1.866215835200049807e-04	7.358495690105086411e-03
8.963325792711496936e-05	1.585147286837472469e-03	2.397372952090306378e-03	9.608175020149179249e-03
1.803781276082767285e-04	1.337760515106703810e-02	1.527667408248641620e-03	5.099813702231568817e-03
3.760452644813335713e-04	1.671231769083425869e-02	4.033888311543449255e-03	8.760471408194570736e-03
3.234734756742951032e-04	1.925793991003508371e-02	6.538791979736553782e-04	2.362455037705521281e-03
9.328478894588813528e-05	1.048229589604218921e-02	4.098606358416097446e-03	7.297172317870139271e-03
8.742432055680173322e-05	8.914131762780834505e-06	8.575544476948509815e-04	6.013926912711434376e-03
2.707750355137195238e-04	9.339031665892949096e-04	2.112725537801227356e-03	5.484082664002651840e-03
2.183442026751272866e-04	1.234013296005341499e-03	2.273690166922483300e-03	6.417004404015519414e-03
9.491252118844965922e-05	1.345200438235581893e-03	2.744825497581141003e-03	9.776802893043981882e-03
