9.340892729664491750e-04	3.196726369932587840e-05	7.634555320039703406e-03	1.934708009542324830e-02
5.758952407083688064e-04	2.487195959270739110e-04	1.349527762900042289e-02	2.352990188148830486e-02
7.819572629170244498e-05	8.391982597839846725e-04	3.224550813579024535e-03	7.645381594654474672e-03
3.788253418496477704e-05	1.862271493339784150e-03	4.577729100867962420e-03	1.382998370051678229e-02
1.429703631835944726e-03	6.501455773358442557e-05	1.452884613778992898e-03	1.861822533096237769e-02
1.195461042297594556e-03	4.240156380615039402e-04	2.524221071536901072e-03	1.554756592128268486e-02
3.805357557836467545e-04	4.922601261861832538e-04	4.136149538912594118e-04	1.266718168945175568e-02
1.975904013955373864e-03	8.995077257241192734e-04	5.076654426831801102e-05	1.936343389592235648e-02
3.070741081730783695e-03	1.096775666597247373e-02	2.128112160815335760e-02	1.445091836289820984e-02
8.741618692236559785e-04	1.080536007534060351e-02	1.584018952112149770e-02	1.420151080048457672e-02
2.361769921049911795e-03	6.591419997682944343e-02	1.352966744374248242e-01	6.903628425669380148e-03
1.257823666174215978e-03	7.895672650489737876e-03	1.119616398183605199e-02	1.332584060839631449e-02
1.097369034724908390e-04	4.042136946438306191e-03	2.364737807604954268e-03	5.352345343440677479e-03
1.749326601013349327e-04	2.916760969956417714e-03	9.380168441567403662e-03	6.827947348599514715e-03
3.231137313326515369e-04	1.954250963550791063e-03	8.168571256610229064e-03	7.258091366846981980e-03
8.230305634698571304e-05	1.097144958695960883e-02	3.489495447847982233e-03	4.138910655746348699e-03
1.071477977852734807e-04	2.417355586658636452e-02	9.159501275121537112e-03	7.548480421869363868e-03
3.867115591813363035e-04	1.926501567148384414e-02	1.594526959782757583e-03	7.840216309959220295e-03
3.675933665618967241e-05	3.990768048561461889e-02	1.349411118558420386e-02	6.014209110311584047e-03
2.977197008870334700e-04	7.656508835992200182e-03	1.661887805231135329e-02	1.087997517955528737e-02
1.215363978892424379e-04	4.483930203272101854e-04	1.291969855551657748e-03	4.722573952663396829e-03
9.426239804682079156e-05	8.097837563927855458e-04	1.764846516091029107e-03	4.020844617590641802e-03
1.416426643571561854e-04	3.284080258480638463e-04	9.628493929983029508e-04	7.841460188551816271e-03
1.476663088688856464e-04	1.477797923518876051e-03	1.774671811332069037e-03	4.606545721123720717e-03
1.181352680785510527e-03	5.940341990849412092e-03	2.229792593392634480e-03	2.572467955081648300e-02
6.258692459527671935e-04	1.538292526486830132e-02	1.796301268094515919e-03	1.969063052589035273e-02
2.946776449850968776e-04	4.771255283450054514e-03	1.881326902992301597e-03	9.892855202696079417e-03
9.572629113780306174e-04	4.136534482982482525e-02	6.236467224567738199e-04	6.822185909572216732e-03
3.284557553523642301e-03	2.021773029870616814e-04	6.561780108539179077e-04	1.755209053561934338e-02
6.776486768645472543e-04	3.031046126755138401e-160	2.303788453949509249e-03	1.724560905588479534e-02
3.624375314564751003e-05	1.544300677153082112e-04	5.455745786792385275e-03	1.395752650995138108e-02
2.725732235070097310e-03	5.050339634118718732e-04	1.004099036866968513e-03	2.670075824072850809e-02
1.174525730798673187e-02	3.019126187774118317e-03	2.854242967800865727e-02	1.784527684458584590e-02
2.515975572361689450e-03	7.169506133928110758e-03	2.183743413182713880e-02	1.619022324931935694e-02
5.374293036576742108e-03	4.668592188999243914e-02	1.276149595948272708e-01	5.113984419885655996e-03
4.070901773015415601e-03	6.160440778162004985e-03	2.172208922270296022e-02	2.448562193609950949e-02
2.018704121582210625e-04	2.279895063972095948e-03	2.331724155602946948e-04	5.395177040951529626e-03
2.569501132504341343e-04	3.008872306326876734e-03	1.900338774485955517e-03	1.279077449382399166e-02
1.473314491363174415e-04	2.278758719882690870e-03	5.401749749469351991e-03	1.558427995996116734e-02
8.176572881860575456e-05	1.503429816842596521e-03	7.200008131913907894e-04	1.426898337584362603e-02
4.887402998572639915e-05	2.097767341544038225e-02	3.868319464879904781e-05	1.396041452723351638e-03
2.027909537800402188e-04	2.059001468746215688e-02	5.323931321599169450e-04	1.124145767552755040e-02
8.608451472245797924e-06	6.305593716597297782e-02	8.136814439218069113e-05	1.208658561749498305e-03
4.852925638829778694e-04	2.395661270932714776e-02	1.846630059595533949e-03	8.870630723024240313e-03
1.490170967397120186e-05	4.099550508363392522e-06	9.903011674183780609e-04	4.176682693027203470e-03
1.941220434167829955e-04	6.731431752890514215e-03	2.672661750037966851e-03	5.316222212931089215e-03
1.062029379050556761e-06	7.037885190544423790e-03	1.537837898860486057e-04	1.336824283018976656e-02
2.465881965257640373e-04	7.732592815350696619e-03	1.059558889450705737e-03	1.405161762405068154e-02
3.486576360173452281e-04	2.424313200470103546e-05	1.265350042732779103e-02	1.827825972838287641e-02
5.911844792239544883e-04	1.781887166320713940e-03	7.235115246524723674e-03	2.111445571188585654e-02
9.599766741023945630e-05	1.808181791962779766e-04	8.614964923630806515e-03	3.877490497356843140e-03
4.710229465582767782e-04	2.754130356133885436e-03	5.622668999408118699e-03	1.856443691714305608e-02
9.929143660199243448e-04	4.387206841600059114e-04	4.621157198808445812e-04	1.319568554963758238e-02
6.388076814439295212e-04	3.987974523486099120e-03	1.813071003316865963e-03	1.480063583946714459e-02
4.524208622760607021e-04	1.363071567221030495e-04	6.372389227026225731e-04	7.450969421503402489e-03
1.475806338379918566e-03	6.008017748085674398e-04	1.629986866976816662e-03	1.919172515918245170e-02
5.887323827159885586e-03	3.438562879370260505e-02	1.523414667868445115e-02	1.175292722848765743e-02
3.078279425080498316e-03	5.283417591835169042e-02	1.872293600365853086e-02	8.631515371683331009e-03
2.645541532986620068e-03	8.893296467187829235e-02	1.208682661747902815e-01	3.530058928165212746e-04
2.298077288255666664e-03	3.816145809768818620e-02	1.548993451034332523e-02	8.606187353059107509e-03
3.247577954371755533e-04	2.247421665393577791e-03	6.563738378938988212e-04	4.165052579629467504e-03
5.853762776148758312e-04	3.511257905647550710e-03	2.135014630739775696e-03	6.789814762877795576e-03
5.849268659526477536e-05	2.773281079466827920e-03	7.763988701603488076e-04	9.617536508467611212e-03
4.371552239142877035e-05	1.711037622566885519e-03	1.613786824043617280e-03	7.586821429276262643e-03
4.140413911113174477e-05	5.418937500411909886e-02	1.052060316969635035e-04	4.164401527327476772e-05
7.020499413225467385e-05	2.310740034340872870e-02	7.141585625805004162e-04	6.051327811977453598e-03
5.877713564737244070e-05	4.379267849813531926e-02	7.706611123840693761e-05	3.683137234467290049e-04
1.148022298577682795e-04	3.758510850661751085e-02	2.947805863632013083e-03	2.326903677998889627e-03
