2.858297168390440748e-02	8.422903831706720452e-04	4.281993228083685074e-05	3.476151216380478446e-03	1.311690225824242891e-02
2.535049444430604801e-02	4.328747980506817751e-04	4.086994069459603802e-04	9.720241748786393257e-03	2.120040893109997535e-02
6.855747445680657019e-03	5.514789862737275584e-05	7.580712508183133028e-04	2.471413482404576350e-03	7.681710410689835018e-03
1.385024592574757123e-02	2.161197509886271832e-05	2.233512889428905090e-03	2.794671561779153452e-03	1.167285626655321235e-02
6.940683369690107962e-03	1.305807313394987887e-03	7.782418008537768676e-05	6.254073510444823529e-04	2.294431492562282876e-02
9.409803303429279536e-03	1.105051575675789280e-03	5.814760808454373740e-04	1.205728433242373929e-03	1.713372104875721461e-02
4.188798107950209189e-03	2.721129462022730812e-04	5.585707598381143982e-04	1.052117477991046412e-04	1.576431284754915493e-02
6.089545165793518698e-03	1.861205993872273867e-03	8.615768746343673923e-04	3.071005971864333581e-05	2.361326818857873919e-02
1.045074218974322358e-02	2.962745760358622988e-03	1.024658013629642199e-02	2.268259379949011736e-02	1.654731129095474151e-02
1.633482115369843529e-02	7.619564339644692257e-04	1.057077508043954492e-02	1.529050497820420677e-02	1.312264030197586584e-02
1.830431508514719641e-02	2.065513520179289558e-03	5.824546209473578651e-02	1.551542885467030453e-01	9.678922392989198001e-03
1.462116209945335185e-02	1.165908683781577805e-03	8.070325436335387681e-03	9.837914954195850492e-03	1.207771628740076861e-02
1.096848138208247718e-02	6.307079836557254941e-05	2.918126767781165087e-03	1.122152864058969732e-03	3.707798799438351018e-03
1.120072980988376550e-02	1.418374326600293763e-04	2.659182096992185936e-03	8.052883874760396327e-03	5.110229590563136574e-03
1.382528193705623992e-02	2.666269158848095133e-04	1.337439488567151308e-03	6.239782924294666987e-03	5.042755843812310283e-03
1.007130781990722007e-02	7.204102135412185034e-05	1.000929239855052888e-02	2.573626471177347004e-03	2.866262678141426323e-03
1.847005611193779442e-02	6.646838589816531193e-05	2.393281250687714565e-02	7.250406030468628527e-03	5.014128668792970298e-03
8.733008138972306322e-03	3.106309447574923978e-04	1.946166235106369657e-02	1.163285851595476659e-03	8.183896730227182073e-03
1.537055567427447929e-02	2.018347785969335683e-05	4.120463702417557356e-02	1.211766306116000488e-02	5.130559161525669390e-03
1.852264662486549293e-02	2.127729271462999348e-04	6.786822231214376284e-03	1.510511490319247675e-02	9.251621807852590182e-03
6.478968453718811533e-03	1.005250234212929446e-04	2.177361892042454551e-04	6.702516795650654245e-04	3.527300501809587513e-03
4.694415765559282160e-03	7.056701572385214226e-05	7.178469864521618829e-04	1.268938809451159149e-03	3.673785413105130557e-03
5.304737112383445773e-03	9.593519405780135843e-05	3.407510609289727274e-04	5.893896763107640694e-04	7.962466262369141679e-03
6.779982319237325313e-03	1.138473169072589487e-04	1.181119765974738937e-03	1.101073421639210464e-03	3.477596849396163113e-03
1.729741431052036690e-02	9.672546605489402722e-04	6.564295969603098704e-03	8.229779056240677263e-04	2.522000940533850391e-02
1.323693714339778740e-02	5.026801624516538322e-04	1.636626537097057507e-02	1.240921163313617268e-03	1.944361416453322874e-02
5.872111159171960505e-03	2.421182862820650181e-04	4.978739632830408122e-03	1.319876598647792354e-03	1.140789581883923723e-02
6.161077155054281093e-03	9.112091062300172514e-04	4.414518610960797840e-02	7.479352333215431034e-04	6.997110916897867489e-03
7.845528521302705047e-03	3.150210365199717331e-03	1.752766846144129375e-04	2.799443039428900775e-04	2.045537815587948616e-02
8.738654575859504392e-03	5.563252075486110936e-04	9.245573800568742686e-06	8.557270850710142806e-04	2.066066561628537163e-02
6.991243942192274137e-03	5.329823017977940350e-06	1.947116138069663813e-04	4.516710978013280774e-03	1.650746693042360463e-02
9.940230853556003207e-03	2.557840147961049256e-03	4.737590577557405404e-04	1.874139984180863956e-04	3.201160989743143809e-02
1.882612982699777282e-02	1.162959517454151964e-02	2.034037033122426934e-03	2.856436919377287192e-02	1.791343847554170005e-02
1.872338082022545133e-02	2.403892323511421566e-03	6.548652861194665352e-03	2.061153019437400938e-02	1.602663557887420639e-02
1.236244465460348448e-02	5.088696969966192626e-03	3.875506642864591511e-02	1.479322526107397506e-01	8.459823560631078015e-03
2.688982264641266717e-02	3.922283790500180438e-03	5.823154012449130792e-03	1.940003247372850889e-02	2.263606964908436089e-02
4.460046752801439737e-03	1.665049346096380981e-04	2.056977705051236342e-03	9.379898139727053670e-05	5.480135672383736924e-03
8.784620116113190172e-03	1.803788862217219568e-04	3.164334892413795623e-03	6.537998908203142626e-04	1.395379032734614215e-02
1.378526972772446679e-02	8.931772410622525605e-05	2.243920314388803995e-03	4.107981312225375894e-03	1.514020177322878032e-02
1.103884167889167614e-02	5.771234462366228859e-05	1.389708535981530992e-03	4.745466929822815365e-04	1.273894324697163669e-02
2.239576453272391476e-03	4.260702004390602249e-05	2.200392363396166950e-02	2.329269522256503325e-05	1.928007281758428899e-03
1.306100249522555538e-02	1.629197397570787307e-04	2.041434325752510340e-02	3.399603258814145636e-04	1.005189213024869528e-02
6.979479127081315978e-04	1.909778084233951377e-06	7.003307025939274622e-02	0.000000000000000000e+00	2.080486527375038051e-03
1.222112089835895171e-02	4.225631185644400443e-04	2.301839604493161398e-02	1.677736201198659930e-03	8.626759772468860915e-03
4.873143336870159291e-03	1.364103455257011364e-05	1.653415793995328871e-119	5.159645262865070452e-04	3.226692272334041357e-03
