6.449310941687416178e-03	1.606250496876138743e-04	6.890647933774761251e-03	2.241965377426297524e-03	4.683435029391864492e-03
6.536060245494829980e-03	4.961987270364114557e-07	7.458133653174025754e-03	1.097182874449188691e-04	1.456274955109984441e-02
1.230132272320464369e-02	1.565458941844867491e-04	7.951351554451353484e-03	3.664443808171015979e-04	1.296396171885044572e-02
1.886134603882729313e-02	2.089922440205094678e-04	8.145007709805503619e-06	9.519345510543212110e-03	1.785350486930717059e-02
1.984819315724779820e-02	4.548890307180374765e-04	2.151841559519374666e-03	4.666898547371187492e-03	1.918103446202118131e-02
7.160608003782255489e-03	7.208772888847560722e-05	1.748539865545318487e-04	7.436328896897712211e-03	3.037495712735775212e-03
1.678596012471385984e-02	3.536025610665116713e-04	3.076119873875766009e-03	3.662326444592630108e-03	1.684159661153627335e-02
6.647166216125213571e-03	8.786052665976452946e-04	4.726324272572321548e-04	1.137862058394148332e-04	1.464667554380384359e-02
9.229895372844154969e-03	5.663521390999182170e-04	4.108965844579063817e-03	1.108670954183419528e-03	1.608730737545084957e-02
3.270987160550911481e-03	3.983868853374108359e-04	1.223373025330232958e-04	3.355914614066250854e-04	8.785924323016872442e-03
7.385778883225689595e-03	1.345264830433590044e-03	7.931690284384284055e-04	7.463538138463808591e-04	2.323948103287606926e-02
1.494656268843913734e-02	5.829861402859698276e-03	3.557406349483606400e-02	1.512400308260309495e-02	1.138334299723613857e-02
1.139206308696451286e-02	2.985398940875538722e-03	5.427942311046295848e-02	2.060045340096798572e-02	9.558310585994647321e-03
7.186765592216366565e-03	2.417602625614721518e-03	8.413112299072855738e-02	1.431940775961859091e-01	2.607029106949755332e-03
9.744594357966668979e-03	2.198793883604239791e-03	3.976376517944900379e-02	1.611178460749162697e-02	9.278141141728630734e-03
4.072404202713001721e-03	2.833965112968229636e-04	2.043743786787850791e-03	4.325831175514103935e-04	4.093600848729298837e-03
8.740864306582392385e-03	5.548238962250491135e-04	3.362191399326257442e-03	1.221518871984797082e-03	5.633688428390444189e-03
9.663093105528130708e-03	2.694076229428530808e-05	2.126071404893889460e-03	3.758572263406106452e-04	8.877729078444647481e-03
9.493671429160683087e-03	2.127057545329081426e-05	1.625412839098420428e-03	6.550906032851837356e-04	5.851803674637068471e-03
7.897201631451241950e-05	3.392345290285593204e-05	6.108794377728622715e-02	1.130198224080726146e-192	4.477581320277824561e-05
8.275075610785170496e-03	5.220791380312619575e-05	2.435803628276040494e-02	3.368692036400418440e-04	4.623261808553933913e-03
2.824428873138539473e-04	6.453818573773820286e-05	4.929602766590510804e-02	8.870533896794077401e-313	3.198656995683450536e-04
7.848049192363816887e-03	9.131356050138790884e-05	3.919794813970168407e-02	2.311103339311503923e-03	1.609753121397178776e-03
3.528402539473981907e-03	9.786822462955287571e-06	3.128828864066913779e-04	3.389851867598770211e-04	4.506395826725485658e-03
4.176933637753273663e-03	6.964462746822505570e-06	1.311785871539043833e-03	1.377890937012830712e-03	4.562580199689887130e-03
4.913011267993186784e-03	9.929830026039315524e-07	1.829348685346127027e-03	1.857792834428358369e-04	1.148155516005200383e-02
7.441232541126789092e-03	4.449844863924546890e-07	2.928610697080437971e-03	8.876156938746751837e-04	3.619308639028560003e-03
1.804632679801629683e-02	3.105533499968357938e-02	8.971553670681491359e-05	5.659608541431014606e-03	1.291827231054166851e-02
2.531589277589591652e-02	1.448537747067916298e-02	5.442010420658100530e-04	1.127649510613402441e-02	2.216288140942444113e-02
7.275815161684800678e-03	4.989089632759404272e-03	2.894122742800283498e-05	6.327862804974392769e-03	3.389718022859687131e-03
2.937574997782390479e-02	1.403605708551534936e-02	3.730927779512013733e-03	4.402548276187445361e-03	2.216342888626335675e-02
1.262362393313232189e-03	1.405158485164305637e-01	4.172135166698596651e-04	0.000000000000000000e+00	1.291766789580137825e-02
7.247035999701104646e-03	4.590706955985085491e-02	2.096670662054903259e-05	0.000000000000000000e+00	2.905736276160473044e-02
2.701650239481677429e-03	1.464722088498589606e-02	2.310650811343491011e-04	1.226537339285071267e-04	1.048218983359800252e-02
2.809875400029903172e-03	1.728942609282713427e-01	1.788326866994987109e-03	0.000000000000000000e+00	3.024724316218554282e-02
4.039768700321836117e-03	2.453579762384560659e-01	2.223186348736922412e-03	2.017392618173065311e-02	1.331940570592169589e-240
3.155311216665572516e-02	6.263499289497456712e-02	5.542114569081925521e-05	4.248244735276100748e-02	1.126198315606550572e-02
8.521302545099912820e-03	6.509504474740172852e-02	1.211308448749155893e-02	1.100142038439435588e-01	7.330983055342971426e-05
1.521827747187849862e-02	1.199475017208467692e-01	4.540345235174924422e-05	3.128257179093441726e-02	1.537480535462182980e-03
7.513937860636830078e-03	1.157192637275164093e-04	1.147634796660044814e-03	4.012236944114545845e-03	3.822937597708447183e-03
1.010889196978341335e-02	2.171723894982617012e-04	1.386265238569525703e-03	2.038973406504536543e-03	4.806765290865606943e-03
5.425081786628289417e-03	1.991847006781001921e-05	1.585514398932254309e-03	7.246922734136604252e-05	7.156192483816174212e-03
1.134321737684401352e-02	5.689643478226760119e-05	1.209188973129032363e-03	9.649865117286567703e-04	8.756125694095591785e-03
7.399621801653781875e-03	1.513006564506829744e-04	1.341294729538321587e-02	1.126911243211669092e-03	4.197485569410012128e-03
1.340149142020096058e-02	3.195167911652079407e-04	1.648584416894807378e-02	3.598636110942561670e-03	6.647944214486622289e-03
4.397879000750129497e-03	3.024759189971400176e-04	1.965760827804169039e-02	6.553702129874777607e-04	2.216269424805444605e-03
1.116016356964677492e-02	7.088403527685449763e-05	1.048511188469249990e-02	2.812050712089440331e-03	6.148630431936437553e-03
6.275535643737894208e-03	6.904877254972573673e-05	3.462156096484535510e-06	4.368593379433646437e-04	4.699393067745792109e-03
8.109160915536910846e-03	2.248380617307569988e-04	8.708658823894376315e-04	1.278838297025879827e-03	3.833439142966823393e-03
6.495022873995501440e-03	1.943561677422294158e-04	1.085086498356223990e-03	1.628355568364760154e-03	5.920159335263340886e-03
1.329601271360015234e-02	5.626522979128146629e-05	1.129252870407046862e-03	1.154772951495105452e-03	7.179696949797704196e-03
