8.668154403421977645e-04	3.099366161757782155e-05	1.135417332074364558e-02	9.094872511245584434e-03	7.601294933798155313e-04	1.840095109155157060e-02	2.986778868072303278e-02
3.499473939420480982e-03	1.060638815088370528e-03	1.265973582441749616e-02	1.543769077097862860e-02	1.892165704334001944e-04	2.482964957377104334e-02	3.205535708470726858e-02
1.648517675925494346e-03	8.430285915243883972e-04	4.313600585255784707e-03	7.431426386019749676e-03	2.236690065642450066e-05	4.745318283345708980e-03	8.052086388276591400e-03
1.655273753515388181e-03	2.359636039026773158e-03	4.299298332437427421e-03	6.233801239863240133e-03	1.849967302673673726e-06	7.531812112627181595e-03	2.409605380948803138e-02
4.323837971404073904e-04	1.268758927521955309e-05	4.095919642468308537e-03	2.742030629255328214e-02	1.245015535299930825e-03	4.165925671360804633e-03	1.007487131339422290e-02
8.012635184385040162e-04	3.834295140241254199e-04	7.572321923922086320e-03	1.768329060505787961e-02	9.677673024721116131e-04	6.336660568170373632e-03	1.160870584743629169e-02
6.341755310419999302e-05	5.165406978761143304e-04	3.121384210935088457e-03	1.712363980166496658e-02	2.266345962369886811e-04	3.124106512810037248e-03	7.042720766890468373e-03
1.554454368940093667e-05	6.759253894814578993e-04	5.853679319846358253e-03	3.199309320395316708e-02	1.836803221795639280e-03	1.803479441040421608e-03	5.097327458850754722e-03
2.483196770934137029e-02	8.702444697490653927e-03	1.688548080081410732e-02	1.708741317619490163e-02	2.347940304450641530e-03	1.043999720735673542e-02	1.029240890765081330e-02
1.109788992971685352e-02	1.112528350015166631e-02	1.349103692741394044e-02	1.005218419373315152e-02	4.302461812071340557e-04	2.162537887990703678e-02	1.746725293646981397e-02
1.959255150269430257e-01	4.639895791489277027e-02	2.736744912586551795e-02	8.280435889324127413e-03	1.096011743118572353e-03	4.966213269706478556e-02	1.233428236190660908e-02
6.252338071869317435e-03	8.342944311012125483e-03	1.343366613109357385e-02	1.045968592696202432e-02	7.798774700682264234e-04	1.663948653107249348e-02	1.465407278351002138e-02
8.743364202678560780e-04	2.234185694138872760e-03	6.667100458667961707e-03	3.830053458265916897e-03	5.227751800957630858e-05	1.026354427968285618e-02	3.700443765759680367e-03
5.820981583264040610e-03	2.704084003305101246e-03	7.597958256783667388e-03	4.249556725889782130e-03	5.782621643093035905e-05	1.348107716632138478e-02	8.202204908049601922e-03
2.228343045692268362e-03	8.659906742825594422e-04	9.412930433651661363e-03	2.833318108349190765e-03	1.240749678461312605e-04	2.206105987313276839e-02	7.676658507308730880e-03
1.807593847907962292e-03	9.531379095032859600e-03	9.180819272834117931e-03	2.503746357825529026e-03	5.437634995760168440e-05	1.068615749788869376e-02	3.899348142851474536e-03
5.403778622693842376e-03	2.415425856840619501e-02	1.250919750399977041e-02	4.827310481365894648e-03	4.650762161589841080e-05	2.622518396775582600e-02	4.533644641044670340e-03
9.796828694772312645e-04	2.036471325322712286e-02	5.515362997798783050e-03	9.255951403800723870e-03	2.678326244670706843e-04	6.432618823710559153e-03	7.698316594561673519e-03
1.099874783909130307e-02	4.354958295392565709e-02	1.423397570242973705e-02	5.159120247402817529e-03	7.712404100925863019e-06	2.174088533738437884e-02	5.155977174515577292e-03
1.299371646555545767e-02	5.576476318885060200e-03	1.625603509570894625e-02	7.712628717950125584e-03	1.242696908747234908e-04	2.865046664727455630e-02	5.658762299884686868e-03
2.303023537126362122e-04	1.366318057865122896e-04	3.313125982940718067e-03	3.224763479438140946e-03	7.455556668003039504e-05	4.206692055660626005e-03	5.770771285310183525e-03
7.941733413061761527e-04	6.670046256240366386e-04	3.400532019193839173e-03	3.537406977904578378e-03	6.168177589560538195e-05	4.840755373699850983e-03	2.578357053378197566e-03
2.244867436112038951e-04	2.870827298359468591e-04	4.077354790902475504e-03	8.416736153882185822e-03	5.220513189643776760e-05	2.024927190944213282e-03	6.637429489187017528e-03
4.773188440740413064e-04	1.018618013123262674e-03	5.447636930361700498e-03	3.745652261079035483e-03	5.480635811138626513e-05	5.610694769035469258e-03	3.208033272985055893e-03
1.919814458333357209e-04	6.931457036280563866e-03	5.006830008061706992e-03	1.986931661008002267e-02	7.175411826561038176e-04	4.164259546139352508e-03	3.846680047882009013e-02
1.133766208068205921e-03	1.702513516526580131e-02	3.032637627647037128e-03	1.585202235789279560e-02	3.714537792836132752e-04	4.810764705141129874e-03	3.030117062367776448e-02
1.099387180970410813e-03	5.224127919546215498e-03	5.655253822392506367e-03	1.135482243120441645e-02	1.919598186716381676e-04	4.151869429600809659e-03	7.210112248542576568e-03
1.560260861678912847e-03	4.757464325133497346e-02	1.943319946301019091e-03	5.757593651992186021e-03	8.787279357502162909e-04	2.436098071652512739e-03	1.427904724427601565e-02
1.528745074727229966e-04	1.492749908999004027e-04	6.950356737484885208e-03	2.509972438087607755e-02	3.200195798447857173e-03	2.977105446418081610e-03	8.215710409328221692e-03
4.245214291004265473e-04	0.000000000000000000e+00	7.076454813966026776e-03	2.481395149760699803e-02	3.878438584961622546e-04	6.547777157090184895e-03	6.733355199000361224e-03
3.725456879114720076e-03	1.490038425805644386e-04	8.048029730952399249e-03	1.721815534136512602e-02	3.419779221383162309e-06	6.393894273470037207e-03	8.172253457749566533e-03
1.639440983426908847e-04	2.792993780535865341e-04	8.161471342435942453e-03	3.716382946060547976e-02	2.587377812721473533e-03	5.959653715375191028e-03	1.137800234792969885e-02
2.259584656725030852e-02	1.989090478643521301e-03	2.881948484715190009e-02	1.605361989995384570e-02	1.033502193855857093e-02	2.203249561948246449e-02	1.836898982549245787e-02
1.421420595876028356e-02	7.264412333066608621e-03	1.295195672974111360e-02	9.935927907431359868e-03	2.123357759099389879e-03	3.814863913293298214e-02	1.528721784991831159e-02
1.850642696574811008e-01	2.886091659691871966e-02	3.468674984142215700e-02	8.211940042457548800e-03	3.680750711581831647e-03	2.432405701891037289e-02	1.244996685330026012e-02
1.510367878318897433e-02	5.522797356929441161e-03	2.213902694697893539e-02	1.994373246662754437e-02	3.400654960127125290e-03	3.042092895210836770e-02	2.260360663353481667e-02
4.491968510088060270e-05	2.101171430089891420e-03	4.298196689438941488e-03	6.600241688170627868e-03	1.427147162645540728e-04	2.216064994658846835e-03	2.506147212267633394e-03
7.556156016666922253e-04	3.224086800194286839e-03	6.432864106045823975e-03	1.525506607645138457e-02	1.024344156869388522e-04	4.213705822716126009e-03	8.537977083376075554e-03
3.034074939248844385e-03	2.114768934163890283e-03	1.163721098664788518e-02	1.426545342353387896e-02	4.436728786694336707e-05	1.209930757134666975e-02	1.206174107350235433e-02
5.062070840777102348e-04	1.133653942567796691e-03	7.038952559843759255e-03	1.488782709390860590e-02	2.200689530981834053e-05	5.352894126708216370e-03	9.915424976324476933e-03
4.707012402796815462e-05	2.353820783340607875e-02	3.529016984258189545e-03	2.947151734763355912e-03	4.127771866699916610e-05	1.538656800627968444e-03	1.343710569246353093e-03
4.843603136762645732e-04	2.042059133808130089e-02	1.246069749536789922e-02	1.316024153467658560e-02	1.044577578496214024e-04	7.964017798661526121e-03	6.479429161416395098e-03
0.000000000000000000e+00	7.873899243348947419e-02	2.388731302405465527e-03	4.260698792885786804e-03	3.511064455138777516e-06	5.914153184406617265e-04	7.094641030586924758e-04
2.379579527181665231e-03	2.209790589064720631e-02	1.556880417289415071e-02	1.076598858656049873e-02	3.258329292109185169e-04	8.506034796050320271e-03	4.276137320740141211e-03
