1.299809572806952338e-03	1.028021167464510457e-02
1.141571513250206954e-03	1.423367785675226649e-02
1.924915354672545318e-04	4.429808638804728221e-03
2.700012399161053392e-04	7.574933232031981142e-03
1.621505686324194824e-03	7.576480649457794855e-03
1.376545392794499036e-03	6.951722450990149328e-03
5.187727913246179467e-04	5.078037606387309812e-03
2.311703636313906102e-03	7.340289646379254650e-03
3.710676260572852783e-03	1.661791777871769044e-02
1.361669561507616692e-03	1.454927426391831348e-02
4.946219336901628953e-03	7.428132498993493538e-02
1.657048490591057086e-03	1.152910504695018462e-02
2.210412812372361362e-04	4.079492030821818722e-03
4.311106137532835585e-04	7.085439714128645775e-03
5.945795995762308142e-04	6.463993936549779044e-03
1.553315134427710545e-04	6.004776914506800879e-03
3.232191017775615542e-04	1.319240252651369613e-02
5.375627992614528125e-04	8.874632407481253954e-03
2.523124416906921382e-04	1.876709193018184785e-02
7.021664597274393299e-04	1.281286861893034777e-02
2.213493422256197752e-04	2.393014052705589624e-03
1.931656747957464051e-04	2.417958760364961098e-03
2.479154066955738386e-04	3.432805370445639586e-03
2.307298900124356777e-04	2.843766199032463429e-03
1.583139699796900883e-03	1.210724934655294308e-02
8.742892482642330553e-04	1.238929517792347439e-02
4.459459734109759020e-04	5.783468247476069093e-03
9.877571883764992098e-04	1.424643359745621056e-02
3.612721171531534797e-03	6.593532957849283435e-03
8.733863455138216308e-04	7.429608752788536240e-03
2.129413679862550131e-04	7.558122788060898239e-03
3.122059587612479020e-03	1.036554157773422226e-02
1.279419518189026453e-02	1.766867332488917045e-02
3.151656627167861990e-03	1.652988204912135550e-02
7.969333401859422794e-03	6.480858192099528403e-02
4.834119930491490719e-03	1.919835791579469972e-02
2.645612820377251143e-04	2.747256535822281947e-03
5.023788394054388680e-04	6.344892087286065942e-03
4.251150480896322094e-04	8.658525492998989104e-03
2.673297782576092513e-04	6.085173012697051020e-03
1.128750491113233583e-04	6.288021204167444644e-03
3.158950614035857854e-04	1.015542452454369811e-02
2.411997368905971587e-05	1.788116862711826294e-02
6.258874495267057825e-04	1.067702285777279679e-02
5.985644117807054781e-05	1.992904077463522779e-03
2.863611840573220685e-04	4.935967607823633745e-03
9.023036905284619361e-05	7.126433153155210462e-03
4.512507476822195138e-04	7.841285394782564200e-03
7.945566407031931641e-04	1.190565626964234375e-02
9.630032080388600466e-04	1.131889022570724095e-02
3.069642020029095275e-04	4.908455806190634152e-03
7.201023086272043301e-04	1.004087152843304541e-02
1.142777509339847845e-03	5.234430510258633075e-03
8.708760312670496334e-04	7.342529051315591949e-03
5.442611237855899450e-04	3.079824658750722043e-03
1.675786158032356588e-03	8.007151869521824880e-03
5.964586152265622873e-03	1.986023440613442562e-02
3.379417697321258473e-03	2.523005236577350111e-02
4.284081445329165384e-03	7.294149113085250657e-02
2.544701539855500922e-03	1.990613100022572621e-02
3.774880394423452113e-04	2.440225087965744357e-03
6.661163815322962249e-04	4.378579539716181968e-03
2.093610985648822523e-04	4.683019816473116617e-03
1.008625605438461193e-04	4.037897870791987490e-03
1.064984898900096848e-04	1.496264284086703741e-02
1.514287753846046958e-04	8.947200742376612212e-03
1.644712691453526431e-04	1.215223729067347810e-02
1.817165587237876470e-04	1.243508562340802509e-02
9.722582663124001252e-05	2.044785764428895102e-03
7.436541227965435554e-05	2.852865006032679566e-03
8.049410418524771487e-05	4.548387512725848847e-03
3.567318141172701480e-138	3.403844531927988689e-03
3.088862610617462701e-02	6.752584930145795299e-03
1.508816721461170990e-02	1.368159782445846177e-02
5.297938227682829487e-03	4.066668416970052082e-03
1.455439505248889293e-02	1.340336011474251368e-02
1.311841192259043942e-01	2.132685738908224134e-50
4.650155435707463425e-02	4.803972592963692140e-03
1.467708761713228290e-02	2.189379436595831081e-03
1.660350512873574880e-01	1.924324852538865285e-04
2.308884984351445291e-01	2.496230545976291302e-04
6.294193233324837933e-02	1.942494910027518090e-02
6.686120848605377198e-02	3.748439229923095778e-02
1.177183891066300725e-01	6.226161426142918717e-03
2.795778847839183148e-04	4.035555341462116093e-03
4.111034744697350508e-04	4.160338647211610230e-03
7.244109401438622131e-05	3.368623568349501853e-03
2.517725041599249499e-04	5.011365887714089133e-03
2.632801482113976497e-04	6.220690613240498386e-03
5.108888181416306471e-04	9.554636174113726940e-03
3.807130711105449414e-04	6.435539083310199554e-03
2.490535011496981311e-04	7.289366987593180226e-03
1.773874620886041302e-04	2.606127624901089825e-03
3.728468208335605468e-04	3.153858304066517893e-03
3.095830072060881503e-04	3.674050396916140031e-03
2.773361410748628264e-04	5.128386709644376651e-03
