2.248692044574631885e-02	7.408130327244800235e-04	2.991369697283509030e-02	8.959279783840820056e-04	1.143935408533081464e-47	7.871580798425082542e-03	8.433304579605411383e-03	1.005057730646913977e-02
2.554161705451175185e-02	1.016210525101381460e-04	2.928474117104143057e-02	2.561304224212793655e-03	7.658712049909000138e-04	1.584398758794508880e-02	1.270768618796310097e-02	2.057025814349784307e-02
6.432920400141280311e-03	2.080216646885088905e-05	8.003066293197103401e-03	1.256642651344792427e-03	8.211445248159796257e-04	3.213424122972162716e-03	6.739705126511144791e-03	5.478610305054228483e-03
1.032503807524908640e-02	3.732263742287681412e-06	2.486151281889163733e-02	1.365883710335142730e-03	2.310467531717059347e-03	4.488449879337099054e-03	5.334727060680281158e-03	5.268030663143967625e-03
4.360986346091695089e-03	1.198466713504529792e-03	9.483091466089199270e-03	1.200495304636800098e-04	1.668963222902761684e-05	5.565147894033427474e-03	3.023261418477884988e-02	4.295616566765204578e-03
8.224553113630541507e-03	8.965991725283013096e-04	1.182397475551814903e-02	4.377487920809798095e-04	3.511113725138939514e-04	5.987076957903294042e-03	1.755433199232899963e-02	6.929411775771113918e-03
5.963152787153232562e-03	2.305069124075106340e-04	5.351988094575387683e-03	6.291861001753319067e-06	4.619272111043909641e-04	2.999143432825716361e-03	1.893903756800402113e-02	2.490460221467325277e-03
7.652702978745359874e-03	1.909649051589135983e-03	5.010625152261574330e-03	1.265356360240766781e-05	5.215329892524707455e-04	3.463858696619584714e-03	3.138102679291635694e-02	4.807928461115069246e-03
9.904929198082029762e-03	1.930772269291457493e-03	9.270506496081184350e-03	2.393481729432151567e-02	8.496895868542561625e-03	1.630127194077373581e-02	1.648969733064536286e-02	2.000271523895961676e-02
2.114091128882565618e-02	3.024573147348301656e-04	1.483932869530597311e-02	9.907959132504430208e-03	1.107210215579721574e-02	1.226447479154992894e-02	7.833471840273139100e-03	2.295964652899021297e-02
3.341611278680623603e-02	1.052279133956010495e-03	1.790278343660394247e-02	2.198566831779817099e-01	3.966082705635968347e-02	3.818123416571463785e-02	6.567968317702711778e-03	2.700571372542240334e-02
1.053723574543409189e-02	6.400797535373360398e-04	1.356978137487199233e-02	5.028474862597057810e-03	8.421731251608739061e-03	9.164853430029127473e-03	9.952795335904667320e-03	2.408222548611533426e-02
1.144366647432097997e-02	5.266541114872423603e-05	3.161641083439801266e-03	3.937770538832371134e-04	2.081513272579352432e-03	6.681710517587618157e-03	3.083760057203511519e-03	5.878405775403658558e-03
9.087974699161215433e-03	4.865932270298551151e-05	8.303145880995099412e-03	5.717733107723847220e-03	2.512519571969028514e-03	6.835200967831162912e-03	2.945662427953230078e-03	1.399426108905650265e-02
1.969563690944029291e-02	1.211849678121294392e-04	6.573994096051425165e-03	2.147116062485398061e-03	4.727903612466396489e-04	8.383071899122847975e-03	2.689298142554872977e-03	1.170819609420145971e-02
1.638209732760470549e-02	4.701160040462390075e-05	3.197087923827137985e-03	1.413540972409086435e-03	9.388405841466877788e-03	5.924164118354546642e-03	1.199021509626596550e-03	5.277001517700165636e-03
2.945204208410622318e-02	3.132947266708677653e-05	1.404472797116009626e-03	4.442321770800969002e-03	2.434171815920263549e-02	1.412474765137187310e-02	3.578590554347161473e-03	1.327686491126321006e-02
1.167052209563605725e-02	2.550074965480134473e-04	7.485292295326925402e-03	1.045393803394861201e-03	1.992295403233518628e-02	4.565638360736481820e-03	7.584829626693335644e-03	5.881911397408882795e-03
2.518007277794613585e-02	8.340384642695393503e-06	3.877485240951942819e-03	8.722504941518422969e-03	4.407318962980918270e-02	1.595965712726485700e-02	3.457520343937081023e-03	1.616357948871825767e-02
2.832779896558349289e-02	1.244603510972181501e-04	4.803222075958427269e-03	1.325222130581899492e-02	5.033363524984168884e-03	1.401548641412754710e-02	6.476463687286089163e-03	1.759928442277498839e-02
7.061292539008696446e-03	6.437343706990055088e-05	4.221650366121152895e-03	1.849232242233876103e-04	1.252379010424990973e-04	2.044418801303331517e-03	2.792353018225098970e-03	2.937525416365922067e-03
6.307331550183126710e-03	5.875994005212422804e-05	1.998279556295592865e-03	5.676915250075240506e-04	6.274318229381774725e-04	2.510134184144370995e-03	3.292714440876187958e-03	3.340558980033770699e-03
3.466810769506373843e-03	4.964472071534408164e-05	7.406478396163870132e-03	2.693386988513503128e-04	2.477079844109310314e-04	2.452740710385677928e-03	7.380272214470245604e-03	3.727118727516667753e-03
8.132099424795919199e-03	5.325061114241206087e-05	3.740761834026085173e-03	4.537800261573793586e-04	1.004588569974099871e-03	2.796212489991075668e-03	3.076827705012483583e-03	3.074722024562428265e-03
7.816851890918177434e-03	6.396526616252260627e-04	4.180044142240699895e-02	2.979188207648439911e-04	6.877842778519985788e-03	5.651920422057904632e-03	1.960904573199865816e-02	4.304334293012533445e-03
7.555161577532751131e-03	3.393620186056934911e-04	2.951762937791161875e-02	1.060238544160222980e-03	1.719229420017301044e-02	3.513775541635655395e-03	1.557954144921849284e-02	8.081897534242212314e-03
7.683693973903189985e-03	1.804770539057032384e-04	6.600636487901495250e-03	1.142348924940937271e-03	5.280096855648257724e-03	4.897609742005188879e-03	1.031901205134332956e-02	3.987174389977767540e-03
3.385800764093483371e-03	8.752230359838041041e-04	1.459313718459884744e-02	1.533926600459674296e-03	4.929862148675951544e-02	2.185535699086994191e-03	7.892528450285717784e-03	2.603384178781026261e-03
5.960972791236281501e-03	3.300782419525825472e-03	9.402336162458078961e-03	1.350089916015493176e-04	1.641161734838506427e-04	3.872181784337121440e-03	2.782131097795566624e-02	2.316202858908791157e-03
8.489393853016396693e-03	3.688577864831538264e-04	6.731434578393918379e-03	1.016294322808614553e-04	0.000000000000000000e+00	7.128340886556490917e-03	2.518552827156862739e-02	6.244739463042393510e-03
5.567265582407471269e-03	1.974753231687162247e-07	7.455286057740146202e-03	2.879459969452096302e-03	1.599548264122913218e-04	7.812987817714545785e-03	1.874815909986213280e-02	9.536401682186007242e-03
6.548117523896676909e-03	2.628379739495677932e-03	9.227591488822108057e-03	1.665158720967857379e-04	1.998179182514140079e-04	6.913158861569908276e-03	4.359020760244475962e-02	6.187266489899131972e-03
1.241090352449739954e-02	9.655908124441257151e-03	1.943483208139556301e-02	2.037695194315936043e-02	1.579609128155595992e-03	2.635805067175645000e-02	1.612359851490517693e-02	3.548195847867854219e-02
2.700592353207220339e-02	1.938240515838014159e-03	1.395755336843473166e-02	1.115346543354361723e-02	6.822027699083778318e-03	1.546551784547922463e-02	6.349519423122988553e-03	3.618480277505284337e-02
1.542227137397720813e-02	3.226197913031103072e-03	1.429049577555930456e-02	1.987754566942225021e-01	2.535976775844324058e-02	2.895887868844401053e-02	6.774996337570617436e-03	4.389880551004565756e-02
1.891867525520596338e-02	3.091961075975215110e-03	2.350013889698670394e-02	1.239331127938127393e-02	4.894431092540984726e-03	2.092156347494085120e-02	1.914422476714005422e-02	3.804248658724037474e-02
5.794779115528803440e-03	1.263750495179383291e-04	2.769210450497035757e-03	7.991676135181843496e-05	2.120705349708782404e-03	2.088150161927917244e-03	6.432819583927868075e-03	9.422645257031185724e-04
7.255807516765599464e-03	9.129389114478492619e-05	9.028116386186051112e-03	2.615820467070660614e-04	3.159679470381047354e-03	4.190538739541875383e-03	1.582211183164385429e-02	5.211450285080740548e-03
1.713277316745524109e-02	5.060694303947413673e-05	1.189631999736576011e-02	2.396236854328612567e-03	2.202015457734528541e-03	6.444442610377105508e-03	1.501214111894026704e-02	7.605509004083047149e-03
8.961009376778676649e-03	1.213541200154459699e-05	1.045725981241194327e-02	2.409806405208402111e-04	1.103507576139141702e-03	3.245259928144344271e-03	1.473785977499653642e-02	5.047515606923094929e-03
3.338896721447157708e-03	3.958186942971842495e-05	2.609040107016584800e-03	3.924962856805295705e-05	2.433403998054129574e-02	2.546415465727404782e-03	2.988162678664124834e-03	5.883948708404135655e-04
1.837211204186222149e-02	7.280146471066856998e-05	6.525420719257666972e-03	3.107441468492517849e-04	2.105540360230599706e-02	5.431579643615219895e-03	1.272268580808793431e-02	3.546721927746035886e-03
5.175380734705625589e-03	2.257956857648549740e-06	9.711272529663388629e-04	0.000000000000000000e+00	8.232573859770112024e-02	1.619242004266657460e-03	4.207569450768118557e-03	6.165755500003151056e-05
1.873215329795079043e-02	2.968631687629858114e-04	4.554457720851512632e-03	2.647813202013541908e-03	2.171090094907989973e-02	1.081252468137726408e-02	9.415211454821428502e-03	3.935558583553073510e-03
4.771162958090374197e-03	9.766366416312918043e-06	2.982270438630333417e-03	2.227491086058326110e-04	5.324688560440521541e-06	1.271123931503280414e-03	3.286413784213499008e-03	2.456706143478077416e-03
6.429024985454597461e-03	8.982654996882051535e-05	3.477139648558087194e-03	1.039088801898140632e-03	7.750146769847444765e-03	4.502050041628635063e-03	4.310708504980446248e-03	6.344998860036722525e-03
4.842811227168526862e-03	0.000000000000000000e+00	7.777837871928283166e-03	1.868279557955348461e-04	8.078107233590398062e-03	1.606968426873796579e-03	2.114895281230156493e-02	2.266107285402270671e-03
1.534287177724004414e-02	1.340094601360695026e-04	7.490679853634228495e-03	3.798419314060123863e-04	7.569738857423134563e-03	6.551943699739147010e-03	1.339958318933816110e-02	5.723191994018944281e-03
2.092309358223476412e-02	8.755999955201097785e-05	2.754936862938672446e-02	2.262131216030673943e-03	1.374146876396587076e-05	1.154544716396569554e-02	8.150737382847276363e-03	2.032294888887952941e-02
