1.124551800689462650e-05	7.707042583987385896e-04	8.969616966137869060e-03	1.697869782980921186e-02	2.043431792610465609e-03	2.984472696367266795e-02
7.991040438086282997e-04	2.749221254687599829e-04	1.983101303199255594e-02	1.963895063927232829e-02	6.401210561979248787e-03	2.633145417485131465e-02
8.213425811514875807e-04	3.348712123094820604e-05	7.399166844303075793e-03	5.472452612473470424e-03	1.804152220408860707e-03	7.244269691877794869e-03
2.371179305563045521e-03	1.087266073716749767e-05	9.101376909484176769e-03	5.491055658781524018e-03	2.446235567542224317e-03	1.856697984514377869e-02
3.605026449416624248e-05	1.285535896905109620e-03	2.617002680728405459e-02	4.334277880589853735e-03	4.542428103351411569e-04	7.515522030732396837e-03
4.780751460440836251e-04	1.016763348947785986e-03	1.805410115172022961e-02	6.148193983358681523e-03	9.502690395684377242e-04	1.068804863230210858e-02
5.340866473060487370e-04	2.546550595682776723e-04	1.703470540490016616e-02	3.580484354913238219e-03	7.074759798291555002e-05	4.675509449113783057e-03
7.369398452291373719e-04	1.860410859603865144e-03	2.698989916901455011e-02	3.104649825593667339e-03	4.581112298875442028e-19	7.545675480271427614e-03
9.200553809728992394e-03	2.626262196359968083e-03	1.868595937504832771e-02	1.144167382197378360e-02	2.458874379087538573e-02	9.659037200951375857e-03
1.094916273303546406e-02	5.546140280052550562e-04	1.124318367268104489e-02	1.539668918088389626e-02	1.321888779494248718e-02	1.903636980686634200e-02
5.066823604285611987e-02	1.667485448458068441e-03	8.125923092107233472e-03	3.321616463138916953e-02	1.769717398971036859e-01	2.044199131659792112e-02
8.189788686045406177e-03	9.780030634816074160e-04	1.302915883338654456e-02	1.599098571206169703e-02	8.320295563205501455e-03	1.105587925915657577e-02
2.541531295861968257e-03	6.028206055009995105e-05	3.330642883749270790e-03	8.009561394924542832e-03	1.286799384563831446e-03	8.062771841670276704e-03
2.593964879928468883e-03	9.496597322322435032e-05	4.999237907089523411e-03	1.131154034533563175e-02	7.646623606228277609e-03	7.599983050463087093e-03
9.405287607108177338e-04	1.749256530291637131e-04	2.398902258748098534e-03	1.597831493227665212e-02	3.418592280978272578e-03	1.353160629262882900e-02
9.884481107001474171e-03	6.445007111124336668e-05	1.721370924723292358e-03	9.021473590574228749e-03	1.980083904846998647e-03	9.161902653471897667e-03
2.386357697616151713e-02	4.986258971002333773e-05	4.817097277867535624e-03	1.578150072605064361e-02	7.008813787142625408e-03	1.439719223855645200e-02
1.996958966814005657e-02	2.845073615622023024e-04	8.298959765638391078e-03	6.059604510860404011e-03	1.252822804819359384e-03	8.659135695210784869e-03
4.209963356127541245e-02	6.876706034608063168e-06	5.043990848985425296e-03	1.579221503335600033e-02	1.193776147480306651e-02	1.247313176548945496e-02
5.904544432405901301e-03	1.553855742305812070e-04	8.040162421827708183e-03	1.939844320397451569e-02	1.446033778598297681e-02	1.564596361935737326e-02
1.956205966830032190e-04	9.194720383284641361e-05	2.585019127255396790e-03	4.143385024233057698e-03	3.929820159636899504e-04	6.813357236091461405e-03
6.684699029496822412e-04	6.853435260493727778e-05	3.265034372174703374e-03	3.591997892903485076e-03	1.080870493003698463e-03	4.457394148691362114e-03
3.327458321815085582e-04	7.283790143715652174e-05	8.236385664898147538e-03	2.984653986871487613e-03	4.080641493840298059e-04	5.921412559722749949e-03
1.222359981150659318e-03	7.982544990388610749e-05	3.316157548054010726e-03	4.392575982706547338e-03	7.510665860165306523e-04	6.194504089379214082e-03
6.834167938023702482e-03	7.974601319822124295e-04	2.245798838456280686e-02	7.179934266526822977e-03	3.162526506547091954e-04	2.578766512053108639e-02
1.672800988037414366e-02	4.388550827989670493e-04	1.868600281271392757e-02	6.113037171579303701e-03	1.488009516456428177e-03	1.784053209771245194e-02
5.087295769279844178e-03	2.113876263103503983e-04	1.171009075102697090e-02	4.010158823897242743e-03	1.436859671993241183e-03	6.666845301327970624e-03
4.595757664354544608e-02	8.861975066643401752e-04	6.467481632393255568e-03	3.847782830796669419e-03	1.189385106397964492e-03	8.622552076731921505e-03
1.513276700877211605e-04	3.177450679785211694e-03	2.276051020288926904e-02	5.539219239568087330e-03	3.726795587417996275e-04	7.516190638309563909e-03
0.000000000000000000e+00	4.584507003261532464e-04	2.495988138778192436e-02	5.794165518797089048e-03	5.202953042060536222e-04	6.565615287628131722e-03
1.866106620007217684e-04	6.255285636617381189e-06	1.795014008264999433e-02	6.642027507220135685e-03	3.986719751352465167e-03	7.336742147335004703e-03
3.460643983946119361e-04	2.565596219382260037e-03	3.694591222057140578e-02	8.592761284220149995e-03	2.308038079987121197e-04	7.189904967659011513e-03
1.915894219121396175e-03	1.113789134518917631e-02	1.970002569287708852e-02	2.320794453205477295e-02	2.647981976354209233e-02	1.497634576587185753e-02
6.572914355007329103e-03	2.231040884628459568e-03	1.162300837431768687e-02	2.220260603462597196e-02	1.836709202043942599e-02	2.053731019744457417e-02
3.305807712210057092e-02	4.440262587985147058e-03	9.203185451995839206e-03	3.119763133734520383e-02	1.657204090162280319e-01	1.088962369946143774e-02
5.375623855733101079e-03	3.586629164044688022e-03	2.346485721201005056e-02	2.358568329707562763e-02	1.826206412817277594e-02	2.295478075232528295e-02
2.061149191517225657e-03	1.461395573386562287e-04	5.052962068163969513e-03	3.193797508020435136e-03	8.386775416783597123e-05	4.878858641969685550e-03
3.134416884418154709e-03	1.348799796024647321e-04	1.503483125375687686e-02	5.384755379357009097e-03	5.601978311236459427e-04	8.774483606184949047e-03
2.222402222011546791e-03	6.579329032307277756e-05	1.454124916432817001e-02	1.223960528774011187e-02	3.425899688648734870e-03	1.325277173923708300e-02
1.276848938683515598e-03	4.784107246287389525e-05	1.276578577131555134e-02	6.001387333564534021e-03	4.175860461463537293e-04	1.171278116069200681e-02
2.277932132294769110e-02	3.966197526022875432e-05	2.198053609544065555e-03	2.706208791015046310e-03	2.098183306232434802e-04	1.939341731325938852e-03
2.037094904778675650e-02	1.358410717445037190e-04	9.912859437607597288e-03	9.537183174920681530e-03	5.081815099207481149e-04	1.297787468901482298e-02
7.469282516260697391e-02	2.121960161091834868e-06	2.509976686610163391e-03	1.567625536971525412e-03	4.075947669299834868e-231	1.883831284472880889e-03
2.279458320186521225e-02	3.706305281431340379e-04	8.701982009744929289e-03	1.198763136198590859e-02	1.982440300112890078e-03	9.667825407292891804e-03
6.444432473140894647e-06	1.340538383720420962e-05	3.220226504503724031e-03	2.833668381681244460e-03	3.699698827050739596e-04	4.312125764989791984e-03
7.246536919494394290e-03	1.408948417357053576e-04	4.347017301955387672e-03	5.790806893661663672e-03	1.611584350483994798e-03	5.998851256456641003e-03
7.720397894831430678e-03	5.842071107228258492e-07	1.587620081779140060e-02	4.210030410743323924e-03	1.651853615278718330e-04	6.984406078021627648e-03
7.842463756888771315e-03	1.361900586099393663e-04	1.349373759980069913e-02	5.285661693485012996e-03	5.095891369217585070e-04	1.376962999038684916e-02
1.200830332953002111e-05	1.501598693822895443e-04	1.259534003739874904e-02	1.847082483072357006e-02	6.484953505229044263e-03	2.382754645722801393e-02
2.403086479772363789e-03	3.578596783866871880e-04	1.667913461524168570e-02	1.049353480364644334e-02	3.645697704481711075e-03	2.477244986810749408e-02
2.040558771981148699e-04	5.255053847615383353e-05	1.718511181657404871e-03	8.227209652751837909e-03	5.980268134308520424e-03	7.596137483597958755e-03
3.279474185243441350e-03	2.858176378070190096e-04	1.316638293787560782e-02	9.015951651290227825e-03	3.063550337139826860e-03	2.255992729181080167e-02
4.269551507352097085e-04	8.642298911055803796e-04	1.601581242127546323e-02	3.690305152679256885e-03	1.836718559344086878e-04	6.639621447022308123e-03
4.080316828163065533e-03	5.320173789136666909e-04	1.707168566816677849e-02	5.833271063143014371e-03	9.817668586179499786e-04	9.693414693223175935e-03
8.853534723884234003e-05	3.718717144703204895e-04	9.823528082442653173e-03	2.225906570498773808e-03	2.392046869124887180e-04	3.463748718588824729e-03
7.420876707495887908e-04	1.214182424210004429e-03	2.514573487620008416e-02	6.934712291015295189e-03	5.670471556146139619e-04	7.295536415529254269e-03
3.635598762205105583e-02	5.869478658383139695e-03	1.089004366491339200e-02	1.596050435185688773e-02	1.506852902560200554e-02	1.399507958612498590e-02
