5.482124043348231973e-02	2.808847597302059976e-03	9.700628755876359102e-03	1.460222041924900092e-02	2.279765096509587391e-02	1.016466566363713811e-02
7.958856294407432030e-02	1.834272822900946459e-03	4.694894617672362713e-03	2.659596780706619326e-02	1.626081309516833884e-01	4.746949511147648820e-03
4.034009737117085631e-02	2.035711658649704166e-03	1.006098162456279567e-02	8.941997760821314076e-03	1.819705891214636745e-02	9.889615801452726271e-03
1.954001733783219431e-03	2.353425238371227514e-04	3.640246446878790242e-03	3.076746766221772223e-03	4.407223872393247529e-04	4.324974916067965934e-03
3.361069484866686680e-03	4.792347516441906137e-04	5.654373585245216736e-03	6.828802181279961664e-03	6.702916148112089386e-04	7.544380139709594424e-03
2.008892430051466196e-03	2.971969510843712646e-05	7.867475510273124611e-03	6.544814305434323159e-03	3.332283568293096187e-04	9.586230942475165023e-03
1.580933198532779487e-03	2.131096108923851554e-05	5.718356642116918624e-03	5.232799401065134880e-03	7.127509114707147181e-04	8.280863748146306477e-03
6.640835249160265130e-02	3.374607995815724729e-05	3.145220184932217872e-05	2.856504092371667551e-04	2.024968107944424432e-227	1.928272060268906049e-04
2.558638583290441873e-02	4.063853028284604885e-05	3.827579985554112069e-03	4.847806347536618050e-03	2.275395662520879618e-04	8.982949199055064587e-03
5.351724460900282587e-02	6.885359211473576844e-05	5.005234760188131309e-04	3.258390532337970043e-04	0.000000000000000000e+00	2.367937788067953748e-04
3.996981140606494648e-02	6.055735563517314866e-05	1.980800836635856089e-03	8.062339128675056685e-03	1.925715090541331529e-03	6.640811078375471847e-03
2.992813409918797349e-04	9.983537199507710858e-06	4.615693840599603519e-03	2.238600669934811063e-03	2.942289395515671380e-04	3.572167862081265972e-03
1.209315638481855363e-03	5.599611966780146280e-06	4.128836257136412301e-03	3.019049123828190968e-03	1.416233004349007297e-03	4.685021330409998123e-03
1.813005347664351646e-03	1.955440587462769573e-06	1.212537441153592292e-02	2.995731506970799717e-03	1.729236395843605550e-04	5.687807560313006515e-03
2.599411764424558631e-03	4.688377772166245425e-257	2.909504610359251245e-03	6.049357882348994214e-03	9.418586419621720676e-04	6.395611334661269014e-03
2.056073398002435917e-04	3.158190877073984576e-02	8.924914697764456395e-03	1.331834540909837376e-02	3.700492121234539005e-03	2.374171995595655837e-02
7.605831615436471713e-04	1.457533783764527330e-02	1.933118070105008246e-02	2.163307586250931905e-02	8.644851283075578874e-03	2.765583622519526483e-02
2.119858041653454968e-05	4.798019395663663013e-03	2.890859353078731146e-03	8.932358167932748921e-03	4.575995109240125862e-03	6.833177679081590614e-03
4.118876764400866003e-03	1.394621797590252406e-02	1.524217396062016797e-02	1.632743397566880847e-02	2.189552213253168587e-03	4.013594093812278274e-02
3.225459317533307772e-04	1.447548285986683114e-01	1.916694205961355646e-02	8.242867224629751074e-04	0.000000000000000000e+00	2.277659196466763018e-03
1.681141194269192851e-05	4.721430391037088892e-02	3.313653219855454413e-02	4.267627832552897682e-03	1.200198792314616988e-05	9.278651535252414179e-03
1.968017648690931936e-04	1.499054813663604213e-02	1.293750502307695199e-02	1.740915768903087465e-03	2.271133392592716686e-04	2.318970410193463023e-03
1.554464436729582162e-03	1.782607766598146015e-01	4.084913711016286558e-02	2.953432353067245771e-03	0.000000000000000000e+00	2.405619587552480093e-03
1.829800001853322316e-03	2.463457303230809636e-01	3.211953578719680554e-123	3.465013203277094583e-02	1.689840149965560548e-02	3.647924739747417707e-03
1.227341644251141433e-04	6.082400329856613164e-02	1.126322052522343853e-02	5.586836360503630999e-02	3.337749086326532999e-02	2.079191183756552014e-02
9.894160493447120772e-03	6.236327632823700923e-02	4.181491845542312561e-04	5.543798384730170420e-02	1.071217147961708166e-01	6.067151568193823383e-03
5.359345346064992965e-05	1.177420621030995790e-01	1.404717613213331663e-03	4.869987442094663582e-02	2.251480939871223705e-02	9.505452920314263338e-03
8.402183692325593473e-04	8.709994258163898933e-05	2.250673241500804507e-03	9.396431727862485789e-03	3.056367686366763276e-03	6.154313230273419054e-03
1.247779352581211264e-03	1.891204082602835224e-04	4.506536581962710883e-03	7.548506924290545976e-03	1.561674129677092506e-03	8.814520522942225281e-03
1.535969177403669972e-03	1.880977590141799088e-05	7.672788727193301933e-03	3.531495172050949389e-03	6.885117719647116860e-05	4.967169411609067588e-03
9.706084492449629274e-04	4.238724049220597597e-05	6.453453681431002391e-03	7.668156159496798338e-03	8.288484551429068465e-04	1.261998327069258768e-02
1.351373640021250218e-02	1.322561796172858095e-04	3.972622522743465140e-03	4.614643071184851286e-03	1.175343182127067034e-03	7.810325796280550084e-03
1.684952442176019041e-02	2.704094273110266159e-04	6.969980694799088675e-03	9.959052087723956059e-03	3.369889137733550304e-03	1.115798076219116225e-02
2.040761220889138194e-02	2.838332363624521170e-04	1.974945364524944170e-03	3.776194345341073958e-03	6.005899755554503384e-04	4.359214347588459895e-03
1.050579532161815925e-02	5.852787976032400899e-05	5.480372607674972689e-03	8.422011824108927014e-03	2.321080849320260060e-03	1.039983097354102437e-02
4.653590372127627558e-06	6.285984697639490550e-05	4.324711295419793843e-03	4.088057847725377718e-03	3.179732729576447000e-04	5.911720125232440386e-03
7.866811943754670145e-04	2.013072875136948071e-04	3.433525685143084399e-03	5.972687678645996132e-03	1.274491495537409275e-03	6.297970373504034082e-03
1.090750338002923316e-03	1.478311035109658726e-04	6.354368863994578134e-03	4.169467118108695185e-03	1.420859634498356210e-03	6.099655384896185938e-03
1.124667072168982580e-03	3.502427741766729082e-05	6.206733328229053180e-03	9.788666561679627842e-03	6.791007468863059218e-04	1.141145872835361806e-02
