method,parameters,n_components,clustering,average_score
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 4}",4,agglomerative,0.3199818625561546
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 4}",4,hdbscan,0.3197741046390817
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 4}",4,gmm,0.3301596342648737
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 8}",4,kmeans,0.31666237148100723
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 8}",4,spectral,0.3685288002847081
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 8}",4,agglomerative,0.21277552390920457
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 8}",4,hdbscan,0.31735598992140435
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 8}",4,gmm,0.31669131009497614
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 10}",4,kmeans,0.27147802328641035
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 10}",4,spectral,0.3363676687216041
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 10}",4,agglomerative,0.23171864449616947
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 10}",4,hdbscan,0.31988198703596465
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 4, 'n_init': 10}",4,gmm,0.325628069179476
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 4}",5,kmeans,0.36914535365330503
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 4}",5,spectral,0.20882404957151326
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 4}",5,agglomerative,0.32652489265397044
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 4}",5,hdbscan,0.32188023742610017
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 4}",5,gmm,0.3009935841701403
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 8}",5,kmeans,0.3505103248899762
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 8}",5,spectral,0.19670684460057655
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 8}",5,agglomerative,0.26356015215317363
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 8}",5,hdbscan,0.32963627972597653
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 8}",5,gmm,0.3005213563543508
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 10}",5,kmeans,0.3505103248899762
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 10}",5,spectral,0.19670684460057655
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 10}",5,agglomerative,0.26356015215317363
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 10}",5,hdbscan,0.32963627972597653
MDS,"{'max_iter': 1000, 'metric': True, 'n_components': 5, 'n_init': 10}",5,gmm,0.3005213563543508
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 4}",2,kmeans,0.08722343881783227
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 4}",2,spectral,0.0944630501960895
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 4}",2,agglomerative,0.10937876784102138
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 4}",2,hdbscan,0.08036396000385018
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 4}",2,gmm,0.09283321514803185
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 8}",2,kmeans,0.08443916851866431
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 8}",2,spectral,0.09059490948132173
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 8}",2,agglomerative,0.09849686597201308
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 8}",2,hdbscan,0.06760485693771012
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 8}",2,gmm,0.08312448178634585
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 10}",2,kmeans,0.08443916851866431
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 10}",2,spectral,0.09059490948132173
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 10}",2,agglomerative,0.09849686597201308
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 10}",2,hdbscan,0.06760485693771012
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 2, 'n_init': 10}",2,gmm,0.08312448178634585
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 4}",3,kmeans,0.07388417068279218
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 4}",3,spectral,0.08724603470177053
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 4}",3,agglomerative,0.08531308381049688
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 4}",3,hdbscan,0.15012953512741614
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 4}",3,gmm,0.086795839133058
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 8}",3,kmeans,0.08764318782191416
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 8}",3,spectral,0.07272522274377057
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 8}",3,agglomerative,0.09553794113131023
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 8}",3,hdbscan,0.14761911092295446
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 8}",3,gmm,0.09818252405757544
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 10}",3,kmeans,0.08764318782191416
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 10}",3,spectral,0.07272522274377057
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 10}",3,agglomerative,0.09553794113131023
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 10}",3,hdbscan,0.14761911092295446
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 3, 'n_init': 10}",3,gmm,0.09818252405757544
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 4}",4,kmeans,0.08626049100285194
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 4}",4,spectral,0.08796105929298773
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 4}",4,agglomerative,0.09276404645498089
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 4}",4,hdbscan,0.1501516590448126
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 4}",4,gmm,0.08942734735752658
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 8}",4,kmeans,0.08626049100285194
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 8}",4,spectral,0.08796105929298773
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 8}",4,agglomerative,0.09276404645498089
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 8}",4,hdbscan,0.1501516590448126
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 8}",4,gmm,0.08942734735752658
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 10}",4,kmeans,0.09898581985042709
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 10}",4,spectral,0.09609731891114734
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 10}",4,agglomerative,0.07315980282604936
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 10}",4,hdbscan,0.16325869709844448
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 4, 'n_init': 10}",4,gmm,0.08786196731041884
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 4}",5,kmeans,0.08545312994178439
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 4}",5,spectral,0.09040525804853665
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 4}",5,agglomerative,0.08110592618010254
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 4}",5,hdbscan,0.16325869709844448
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 4}",5,gmm,0.07769246961807987
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 8}",5,kmeans,0.0770499664811839
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 8}",5,spectral,0.07544241271847378
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 8}",5,agglomerative,0.09682349410214541
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 8}",5,hdbscan,0.16325869709844448
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 8}",5,gmm,0.07266308012452447
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 10}",5,kmeans,0.0895115368780551
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 10}",5,spectral,0.08517523737334443
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 10}",5,agglomerative,0.09099159461996029
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 10}",5,hdbscan,0.16325869709844448
MDS,"{'max_iter': 1000, 'metric': False, 'n_components': 5, 'n_init': 10}",5,gmm,0.08406763706344117
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 5}",2,kmeans,0.2046071756050654
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 5}",2,spectral,0.10969734978402909
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 5}",2,agglomerative,0.20012984236313144
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 5}",2,hdbscan,0.33896671475227835
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 5}",2,gmm,0.23213330284463513
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 10}",2,kmeans,0.31187505432885176
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 10}",2,spectral,0.2216714341745644
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 10}",2,agglomerative,0.35539050890386165
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 10}",2,hdbscan,0.3957026721038863
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 10}",2,gmm,0.3055569915955985
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 30}",2,kmeans,0.25047005525601646
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 30}",2,spectral,0.15741951997876993
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 30}",2,agglomerative,0.2254825036829348
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 30}",2,hdbscan,0.5086355744179334
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 2, 'perplexity': 30}",2,gmm,0.31502291456817605
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 5}",3,kmeans,0.354346812706902
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 5}",3,spectral,0.2053219283948719
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 5}",3,agglomerative,0.27338594359484597
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 5}",3,hdbscan,0.352575428784843
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 5}",3,gmm,0.23225016931923123
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 10}",3,kmeans,0.1984432129346862
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 10}",3,spectral,0.4363083062827814
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 10}",3,agglomerative,0.23380468282739578
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 10}",3,hdbscan,0.37102818024698603
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 10}",3,gmm,0.1793394905231971
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 30}",3,kmeans,0.30070231721230095
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 30}",3,spectral,0.17271946392714382
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 30}",3,agglomerative,0.24642599142633556
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 30}",3,hdbscan,0.4988541416973045
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 3, 'perplexity': 30}",3,gmm,0.2329818312029973
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 5}",4,kmeans,0.27637606148041627
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 5}",4,spectral,0.17961520996822908
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 5}",4,agglomerative,0.18045002716362812
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 5}",4,hdbscan,0.4315685035732256
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 5}",4,gmm,0.23810886643992235
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 10}",4,kmeans,0.3114561583081078
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 10}",4,spectral,0.28550329436124366
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 10}",4,agglomerative,0.22521910116427035
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 10}",4,hdbscan,0.3583034513376506
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 10}",4,gmm,0.28510778575291373
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 30}",4,kmeans,0.3372888330383663
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 30}",4,spectral,0.34306240205170263
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 30}",4,agglomerative,0.23613808174833
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 30}",4,hdbscan,0.3694373217509853
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 4, 'perplexity': 30}",4,gmm,0.20269681884427762
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 5}",5,kmeans,0.2138995702561619
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 5}",5,spectral,0.16047840562816174
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 5}",5,agglomerative,0.1785982655463595
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 5}",5,hdbscan,0.3996008804008004
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 5}",5,gmm,0.21919977945726032
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 10}",5,kmeans,0.20716704911143546
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 10}",5,spectral,0.21168365170761702
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 10}",5,agglomerative,0.1855238023420325
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 10}",5,hdbscan,0.3744127429001094
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 10}",5,gmm,0.22988799952033412
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 30}",5,kmeans,0.2934219171643955
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 30}",5,spectral,0.3697215186117255
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 30}",5,agglomerative,0.24170620860633896
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 30}",5,hdbscan,0.35794246509177063
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 'auto', 'n_components': 5, 'perplexity': 30}",5,gmm,0.26644227253672303
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 5}",2,kmeans,0.2749868914802855
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 5}",2,spectral,0.15444868271968493
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 5}",2,agglomerative,0.2038245348233399
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 5}",2,hdbscan,0.21488171674352097
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 5}",2,gmm,0.24934407191865002
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 10}",2,kmeans,0.3067937577620946
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 10}",2,spectral,0.3127271316966307
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 10}",2,agglomerative,0.20585475127481384
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 10}",2,hdbscan,0.3935378383357044
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 10}",2,gmm,0.305274414272424
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 30}",2,kmeans,0.25112846959617396
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 30}",2,spectral,0.155708810958751
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 30}",2,agglomerative,0.2217602219890765
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 30}",2,hdbscan,0.506491239829683
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 2, 'perplexity': 30}",2,gmm,0.3139402619961939
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 5}",3,kmeans,0.35653078855057957
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 5}",3,spectral,0.15028184706325792
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 5}",3,agglomerative,0.20506771006431912
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 5}",3,hdbscan,0.26065564806480146
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 5}",3,gmm,0.17683227536052837
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 10}",3,kmeans,0.25611838958341965
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 10}",3,spectral,0.2377743372906308
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 10}",3,agglomerative,0.19732559342320555
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 10}",3,hdbscan,0.3903811165843174
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 10}",3,gmm,0.25167786097729844
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 30}",3,kmeans,0.23043497326071652
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 30}",3,spectral,0.21349186740082476
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 30}",3,agglomerative,0.24897861360788492
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 30}",3,hdbscan,0.40304411009652275
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 3, 'perplexity': 30}",3,gmm,0.21312947042996627
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 5}",4,kmeans,0.23253109979718029
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 5}",4,spectral,0.2718029435855127
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 5}",4,agglomerative,0.2758036360181402
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 5}",4,hdbscan,0.39263176516853915
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 5}",4,gmm,0.25782062646548093
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 10}",4,kmeans,0.27877161669537126
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 10}",4,spectral,0.25975940376302487
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 10}",4,agglomerative,0.28066916610127224
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 10}",4,hdbscan,0.36558773758137475
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 10}",4,gmm,0.1927104163714265
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 30}",4,kmeans,0.33259189560297714
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 30}",4,spectral,0.1762332492774842
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 30}",4,agglomerative,0.24027130905765326
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 30}",4,hdbscan,0.36020182079565
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 4, 'perplexity': 30}",4,gmm,0.2946215457253014
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 5}",5,kmeans,0.24681173073521248
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 5}",5,spectral,0.2825364622095802
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 5}",5,agglomerative,0.1903042914118614
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 5}",5,hdbscan,0.38440041852411033
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 5}",5,gmm,0.17929099415021904
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 10}",5,kmeans,0.2879844312024792
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 10}",5,spectral,0.1430656099095157
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 10}",5,agglomerative,0.19816669770826073
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 10}",5,hdbscan,0.34030505024596713
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 10}",5,gmm,0.26371284848312226
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 30}",5,kmeans,0.22652008293613754
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 30}",5,spectral,0.1930993899222073
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 30}",5,agglomerative,0.25110602567926754
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 30}",5,hdbscan,0.3516010095979674
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 100, 'n_components': 5, 'perplexity': 30}",5,gmm,0.21651714434416047
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 500, 'n_components': 2, 'perplexity': 5}",2,kmeans,0.18869642864112757
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 500, 'n_components': 2, 'perplexity': 5}",2,spectral,0.08434157203231185
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 500, 'n_components': 2, 'perplexity': 5}",2,agglomerative,0.22273864089681267
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 500, 'n_components': 2, 'perplexity': 5}",2,hdbscan,0.29477413742647673
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 500, 'n_components': 2, 'perplexity': 5}",2,gmm,0.18864809565127658
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 500, 'n_components': 2, 'perplexity': 10}",2,kmeans,0.23665101680393164
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 500, 'n_components': 2, 'perplexity': 10}",2,spectral,0.1779250898787195
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 500, 'n_components': 2, 'perplexity': 10}",2,agglomerative,0.20781578004099774
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 500, 'n_components': 2, 'perplexity': 10}",2,hdbscan,0.45318604506867133
t-SNE,"{'early_exaggeration': 6, 'learning_rate': 500, 'n_components': 2, 'perplexity': 10}",2,gmm,0.21571022350466096
