method,parameters,n_components,clustering,average_score
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,gmm,0.2642011725953246
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,kmeans,0.27304171608794714
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,spectral,0.11959202702953081
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,agglomerative,0.27587521318325986
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,hdbscan,0.389657272781997
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,gmm,0.21589634071051056
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,kmeans,0.27052693157295493
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,spectral,0.18161550091979634
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,agglomerative,0.3408857060292678
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,hdbscan,0.47401866819679256
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,gmm,0.21673231069431226
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,kmeans,0.25054357277432737
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,spectral,0.1161635701654237
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,agglomerative,0.29150211947949606
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,hdbscan,0.47401866819679256
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,gmm,0.2638312156360423
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,kmeans,0.24906710435008267
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,spectral,0.20059142325693083
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,agglomerative,0.28319568189175093
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,hdbscan,0.47401866819679256
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,gmm,0.3069727111912457
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,kmeans,0.2676728199428355
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,spectral,0.18938467088730454
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,agglomerative,0.2810775167843322
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,hdbscan,0.48890884315497307
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,gmm,0.25498023344200477
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,kmeans,0.25173987252722513
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,spectral,0.14616706591485434
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,agglomerative,0.21786884920793742
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,hdbscan,0.389657272781997
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,gmm,0.2740187142980568
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,kmeans,0.2945401830051432
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,spectral,0.1931728706380864
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,agglomerative,0.28561407959829493
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,hdbscan,0.48560506665878633
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,gmm,0.2505853153423644
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,kmeans,0.2599924273995983
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,spectral,0.14189546115830998
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,agglomerative,0.27558032643610675
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,hdbscan,0.389657272781997
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,gmm,0.266504290944678
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,kmeans,0.2515438052961695
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,spectral,0.3571327932541054
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,agglomerative,0.2996744109945114
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,hdbscan,0.4810312232340046
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,gmm,0.30689562714621516
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,kmeans,0.2462327073842538
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,spectral,0.15828037856207333
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,agglomerative,0.27846124415773876
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,hdbscan,0.48516259336412226
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,gmm,0.24952475293057166
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,kmeans,0.27066851035537814
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,spectral,0.12036778596702577
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,agglomerative,0.21780323542734153
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,hdbscan,0.389657272781997
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,gmm,0.27351497781190887
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,kmeans,0.26030352274510954
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,spectral,0.11720008826081472
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,agglomerative,0.2852073250073724
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,hdbscan,0.389657272781997
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,gmm,0.2358893577302274
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,kmeans,0.23613520585782596
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,spectral,0.16009022714863252
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,agglomerative,0.29150211947949606
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,hdbscan,0.4821209296942426
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,gmm,0.24242017117590142
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,kmeans,0.2472603246669954
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,spectral,0.2542929486133309
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,agglomerative,0.26721053958763646
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,hdbscan,0.4821209296942426
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,gmm,0.27041179914669833
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,kmeans,0.26035353627852265
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,spectral,0.1667208972762917
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,agglomerative,0.2857271720898548
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,hdbscan,0.48860286351061644
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,gmm,0.2815458968872627
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,kmeans,0.21843031338219024
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,spectral,0.20819807384371497
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,agglomerative,0.224849562749304
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,hdbscan,0.42091640678413933
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,gmm,0.23555017684478086
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,kmeans,0.21769640820502284
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,spectral,0.05807615153641158
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,agglomerative,0.23280374233703455
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,hdbscan,0.391709663694334
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,gmm,0.30040586721521517
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,kmeans,0.21479864074801847
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,spectral,0.19990378069892545
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,agglomerative,0.27636390381379794
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,hdbscan,0.3821343682128047
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,gmm,0.254323804375421
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,kmeans,0.2538250820317271
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,spectral,0.21000739680494673
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,agglomerative,0.2887783173903818
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,hdbscan,0.48860286351061644
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,gmm,0.31027524418591
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,kmeans,0.30271595401145335
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,spectral,0.11028323451058887
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,agglomerative,0.2927164791050458
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,hdbscan,0.4910065314858574
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,gmm,0.2873241186096186
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 5}",3,kmeans,0.24404004258358167
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 5}",3,spectral,0.07218473716737762
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 5}",3,agglomerative,0.29138777062310134
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 5}",3,hdbscan,0.389657272781997
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 5}",3,gmm,0.2465974887109032
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 8}",3,kmeans,0.3288206396608192
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 8}",3,spectral,0.12354847933736539
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 8}",3,agglomerative,0.27444983493042163
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 8}",3,hdbscan,0.4776506569946599
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 8}",3,gmm,0.3011182685806055
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 10}",3,kmeans,0.2618117466394295
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 10}",3,spectral,0.14495643026889027
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 10}",3,agglomerative,0.29150211947949606
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 10}",3,hdbscan,0.47401866819679256
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 10}",3,gmm,0.31205517028548213
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 15}",3,kmeans,0.2554502658470872
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 15}",3,spectral,0.1678740025030088
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 15}",3,agglomerative,0.2860522230958342
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 15}",3,hdbscan,0.49078090675433916
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 15}",3,gmm,0.23755896090732662
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 20}",3,kmeans,0.256104070346879
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 20}",3,spectral,0.27843095048902144
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 20}",3,agglomerative,0.2953536296183642
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 20}",3,hdbscan,0.2883213766289976
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 3, 'n_neighbors': 20}",3,gmm,0.28798019472869035
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 5}",4,kmeans,0.27846579366046553
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 5}",4,spectral,0.276894095524039
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 5}",4,agglomerative,0.2743447369043608
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 5}",4,hdbscan,0.389657272781997
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 5}",4,gmm,0.21362034265603794
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 8}",4,kmeans,0.26260224144869326
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 8}",4,spectral,0.16121344913662172
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 8}",4,agglomerative,0.2935893054455784
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 8}",4,hdbscan,0.389657272781997
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 8}",4,gmm,0.24333975888903953
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 10}",4,kmeans,0.33034158885882975
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 10}",4,spectral,0.16832953195277695
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 10}",4,agglomerative,0.3020667764036282
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 10}",4,hdbscan,0.389657272781997
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 10}",4,gmm,0.23017660176469293
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 15}",4,kmeans,0.24933992262936916
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 15}",4,spectral,0.21893993629359462
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 15}",4,agglomerative,0.28023798527511534
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 15}",4,hdbscan,0.41355243446173395
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 15}",4,gmm,0.24482998429203245
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 20}",4,kmeans,0.27977733318128106
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 20}",4,spectral,0.1293811250609505
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 20}",4,agglomerative,0.2795583997415092
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 20}",4,hdbscan,0.48811861819059343
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 4, 'n_neighbors': 20}",4,gmm,0.21947605115066549
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 5}",5,kmeans,0.24199610782219313
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 5}",5,spectral,0.10402676405350553
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 5}",5,agglomerative,0.27676111729422415
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 5}",5,hdbscan,0.389657272781997
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 5}",5,gmm,0.31166353547871023
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 8}",5,kmeans,0.21851390788326608
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 8}",5,spectral,0.18478568103986956
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 8}",5,agglomerative,0.2376084875977994
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 8}",5,hdbscan,0.389657272781997
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 8}",5,gmm,0.24367618796828583
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 10}",5,kmeans,0.21152950863053974
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 10}",5,spectral,0.17648243278944548
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 10}",5,agglomerative,0.29150211947949606
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 10}",5,hdbscan,0.389657272781997
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 10}",5,gmm,0.21284039354503614
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 15}",5,kmeans,0.2188446877801281
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 15}",5,spectral,0.13723788764506722
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 15}",5,agglomerative,0.28475801755351215
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 15}",5,hdbscan,0.48956433645905917
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 15}",5,gmm,0.260610851123456
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 20}",5,kmeans,0.2597366627729412
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 20}",5,spectral,0.1464972427754284
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 20}",5,agglomerative,0.2857271720898548
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 20}",5,hdbscan,0.49156579828399327
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 20}",5,gmm,0.2969266443828592
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 5}",2,kmeans,0.22424370205608435
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 5}",2,spectral,0.17253978395149616
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 5}",2,agglomerative,0.28797476825923185
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 5}",2,hdbscan,0.4708559414189846
UMAP,"{'init': 'spectral', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 5}",2,gmm,0.21506699861345607
