method,parameters,n_components,clustering,average_score
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 5}",3,spectral,0.14180979513211905
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 5}",3,agglomerative,0.12872299627891248
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 5}",3,hdbscan,0.24363608666375938
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 5}",3,gmm,0.17047301721229624
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 10}",3,kmeans,0.18343231433429513
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 10}",3,spectral,0.15093066031335375
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 10}",3,agglomerative,0.1573295246712281
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 10}",3,hdbscan,0.2255989274820044
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 10}",3,gmm,0.13606402307532448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 30}",3,kmeans,0.13667347891567863
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 30}",3,spectral,0.17167498197296183
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 30}",3,agglomerative,0.190015114514095
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 30}",3,hdbscan,0.2820318468240039
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 3, 'perplexity': 30}",3,gmm,0.16180179173890594
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 5}",4,kmeans,0.1815870449707669
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 5}",4,spectral,0.10846342473466783
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 5}",4,agglomerative,0.04072346855013797
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 5}",4,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 5}",4,gmm,0.11187816231414843
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 10}",4,kmeans,0.11644077340995676
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 10}",4,spectral,0.1782537208116154
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 10}",4,agglomerative,0.04494087870611102
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 10}",4,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 10}",4,gmm,0.16132951126959963
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 30}",4,kmeans,0.10171779623417743
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 30}",4,spectral,0.14393502007467623
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 30}",4,agglomerative,0.050769252834499554
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 30}",4,hdbscan,0.21127227176523755
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 4, 'perplexity': 30}",4,gmm,0.04424543165580069
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 5}",5,kmeans,0.14927798763714262
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 5}",5,spectral,0.07102621473468683
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 5}",5,agglomerative,0.03543599884150752
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 5}",5,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 5}",5,gmm,0.05361373738941544
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 10}",5,kmeans,0.12745779854294303
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 10}",5,spectral,0.09322071535969025
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 10}",5,agglomerative,0.056595394907255785
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 10}",5,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 10}",5,gmm,0.05124667471032951
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 30}",5,kmeans,0.20233728242010673
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 30}",5,spectral,0.2863153983008611
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 30}",5,agglomerative,0.10053877705033168
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 30}",5,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 100, 'n_components': 5, 'perplexity': 30}",5,gmm,0.039872983436966894
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 5}",2,kmeans,0.12260838672370532
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 5}",2,spectral,0.10261625001260141
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 5}",2,agglomerative,0.18837070993585533
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 5}",2,hdbscan,0.2887300258140166
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 5}",2,gmm,0.12357009362373038
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 10}",2,kmeans,0.2068536140217915
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 10}",2,spectral,0.13614971392899866
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 10}",2,agglomerative,0.16530218020390325
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 10}",2,hdbscan,0.31431694373715435
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 10}",2,gmm,0.144210611081344
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 30}",2,kmeans,0.18180369408109573
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 30}",2,spectral,0.21844880649642423
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 30}",2,agglomerative,0.17888155180085757
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 30}",2,hdbscan,0.32276197904345877
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 2, 'perplexity': 30}",2,gmm,0.18076135268558763
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 5}",3,kmeans,0.07934226460802776
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 5}",3,spectral,0.09991341906380005
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 5}",3,agglomerative,0.0738360646324884
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 5}",3,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 5}",3,gmm,0.07177176242175584
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 10}",3,kmeans,0.09097758351846733
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 10}",3,spectral,0.1683066380225542
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 10}",3,agglomerative,0.14156478810078935
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 10}",3,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 10}",3,gmm,0.08886888139958285
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 30}",3,kmeans,0.08242380569009555
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 30}",3,spectral,0.08950320570832322
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 30}",3,agglomerative,0.11350721188956878
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 30}",3,hdbscan,0.18962629510750603
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 3, 'perplexity': 30}",3,gmm,0.11825092129429145
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 5}",4,kmeans,0.05830367320986743
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 5}",4,spectral,0.08250130050918361
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 5}",4,agglomerative,0.05882195562100732
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 5}",4,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 5}",4,gmm,0.05830367320986743
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 10}",4,kmeans,0.13341103135746946
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 10}",4,spectral,0.11566254237750645
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 10}",4,agglomerative,0.07248730123064226
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 10}",4,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 10}",4,gmm,0.11980414938969618
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 30}",4,kmeans,0.09415835774147016
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 30}",4,spectral,0.08456509212762935
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 30}",4,agglomerative,0.04840932366095388
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 30}",4,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 4, 'perplexity': 30}",4,gmm,0.0465300608390009
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 5}",5,kmeans,0.0597977465386701
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 5}",5,spectral,0.07554028503065843
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 5}",5,agglomerative,0.056909711699681065
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 5}",5,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 5}",5,gmm,0.08788540447279962
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 10}",5,kmeans,0.05826411240149857
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 10}",5,spectral,0.09515281116004135
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 10}",5,agglomerative,0.058446201198011964
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 10}",5,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 10}",5,gmm,0.0602581245436715
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 30}",5,kmeans,0.05191056494593989
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 30}",5,spectral,0.034465984517391954
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 30}",5,agglomerative,0.05626932563897141
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 30}",5,hdbscan,0.16325869709844448
t-SNE,"{'early_exaggeration': 24, 'learning_rate': 500, 'n_components': 5, 'perplexity': 30}",5,gmm,0.0786357685876946
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,kmeans,0.17616026582807348
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,spectral,0.1176888730267289
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,agglomerative,0.16221604194360956
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,hdbscan,0.30089713942110297
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,gmm,0.17594003511284667
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,kmeans,0.19179698408618262
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,spectral,0.06879552643006344
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,agglomerative,0.16653798315500554
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,hdbscan,0.35727923923478655
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,gmm,0.1871994577798559
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,kmeans,0.1729568663568187
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,spectral,0.2400919987191646
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,agglomerative,0.17991787115126862
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,hdbscan,0.28713045828242234
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,gmm,0.17982288392593443
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,kmeans,0.14886082784577823
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,spectral,0.1392688761860324
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,agglomerative,0.17130780320966293
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,hdbscan,0.1403304460534358
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,gmm,0.19067433562613811
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,kmeans,0.23934455122809833
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,spectral,0.15136330863222072
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,agglomerative,0.17208802742671186
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,hdbscan,0.33202901998308565
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,gmm,0.2005353268509509
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,kmeans,0.1929067051205432
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,spectral,0.11698279207206876
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,agglomerative,0.14057023488862902
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,hdbscan,0.3434001595761017
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,gmm,0.15126067196854434
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,kmeans,0.22776634695757778
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,spectral,0.06687092954722731
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,agglomerative,0.13351330462153727
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,hdbscan,0.3445888654964795
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,gmm,0.15879817559632664
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,kmeans,0.16042687513090392
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,spectral,0.13683227500146097
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,agglomerative,0.15087863540195748
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,hdbscan,0.33807277667724434
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,gmm,0.16956133741235097
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,kmeans,0.22220946252738066
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,spectral,0.12869920930956508
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,agglomerative,0.15816309072174248
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,hdbscan,0.29857201735486893
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,gmm,0.18334148736432648
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,kmeans,0.2045694091576308
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,spectral,0.10317983045889426
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,agglomerative,0.16050073519176394
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,hdbscan,0.3102757129794636
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,gmm,0.15201875508285712
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,kmeans,0.1363873581186608
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,spectral,0.12097556257333615
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,agglomerative,0.14522617913877195
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,hdbscan,0.32608945192771366
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,gmm,0.15828582393210733
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,kmeans,0.20139116704296672
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,spectral,0.16440552826287333
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,agglomerative,0.15447166438617688
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,hdbscan,0.33835211664330006
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,gmm,0.16606457552579537
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,kmeans,0.178340835900121
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,spectral,0.14284396377253777
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,agglomerative,0.16026855389368533
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,hdbscan,0.3395356798254079
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,gmm,0.14031970002565397
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,kmeans,0.20284316214754428
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,spectral,0.07824241504098972
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,agglomerative,0.18097826843229636
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,hdbscan,0.32900804722990595
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,gmm,0.19863621968743073
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,kmeans,0.18669585895339103
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,spectral,0.13359770539466012
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,agglomerative,0.18458208146142846
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,hdbscan,0.33379683575325336
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,gmm,0.1653517154962238
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,kmeans,0.1924040100855619
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,spectral,0.09752655072657267
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,agglomerative,0.1550950198179905
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,hdbscan,0.32928397940194054
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,gmm,0.18500518786114445
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,kmeans,0.19916988640601108
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,spectral,0.14391205498371842
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,agglomerative,0.15409057254902953
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,hdbscan,0.34110082576291034
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,gmm,0.1637459583218609
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,kmeans,0.1428003535779825
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,spectral,0.11169252140081369
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,agglomerative,0.16105979110229954
UMAP,"{'init': 'spectral', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,hdbscan,0.3445888654964795
