method,parameters,n_components,clustering,average_score
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 10}",5,spectral,0.1027004120470287
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 10}",5,agglomerative,0.1632461124968096
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 10}",5,hdbscan,0.3401120153686069
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 10}",5,gmm,0.16818406482082424
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 15}",5,kmeans,0.17602133647980395
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 15}",5,spectral,0.16649127329844501
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 15}",5,agglomerative,0.17880985625031912
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 15}",5,hdbscan,0.3451239613634528
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 15}",5,gmm,0.15997429590863427
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 20}",5,kmeans,0.2016657666485266
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 20}",5,spectral,0.23998853673761045
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 20}",5,agglomerative,0.16041993386484715
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 20}",5,hdbscan,0.34945266656245977
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 5, 'n_neighbors': 20}",5,gmm,0.18419534358114314
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 5}",2,kmeans,0.2266692265457952
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 5}",2,spectral,0.16504713397809076
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 5}",2,agglomerative,0.15004054727371577
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 5}",2,hdbscan,0.16225954685302174
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 5}",2,gmm,0.1398660001840187
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 8}",2,kmeans,0.14372877747302412
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 8}",2,spectral,0.16086670637058115
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 8}",2,agglomerative,0.1321378324655139
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 8}",2,hdbscan,0.28932254010430164
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 8}",2,gmm,0.146722274388336
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 10}",2,kmeans,0.21295910435087703
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 10}",2,spectral,0.212861324481774
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 10}",2,agglomerative,0.18338189641820274
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 10}",2,hdbscan,0.2529418353882109
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 10}",2,gmm,0.18512166515661269
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 15}",2,kmeans,0.1999138228726557
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 15}",2,spectral,0.13039474670555576
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 15}",2,agglomerative,0.20140500266977202
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 15}",2,hdbscan,0.3016382686067155
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 15}",2,gmm,0.1391419574960294
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 20}",2,kmeans,0.16373692485766067
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 20}",2,spectral,0.15530574375759076
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 20}",2,agglomerative,0.19257903431534812
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 20}",2,hdbscan,0.29727804424669774
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 2, 'n_neighbors': 20}",2,gmm,0.18872464769406977
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 5}",3,kmeans,0.22068184337157912
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 5}",3,spectral,0.1626738263914518
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 5}",3,agglomerative,0.13969073837417229
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 5}",3,hdbscan,0.34117993704662386
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 5}",3,gmm,0.17265909611934555
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 8}",3,kmeans,0.1851261010792247
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 8}",3,spectral,0.13646483575758117
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 8}",3,agglomerative,0.16611483585872794
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 8}",3,hdbscan,0.15000728669773666
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 8}",3,gmm,0.16971443577156806
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 10}",3,kmeans,0.17272904850034698
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 10}",3,spectral,0.11662245918960447
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 10}",3,agglomerative,0.15963401107100497
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 10}",3,hdbscan,0.16325869709844448
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 10}",3,gmm,0.16620029272355652
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 15}",3,kmeans,0.17577550526839258
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 15}",3,spectral,0.2167073993330746
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 15}",3,agglomerative,0.20546794175739147
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 15}",3,hdbscan,0.3008429728274043
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 15}",3,gmm,0.1990413644558207
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 20}",3,kmeans,0.21004396644554194
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 20}",3,spectral,0.12350972602117584
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 20}",3,agglomerative,0.17534413537983662
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 20}",3,hdbscan,0.16325869709844448
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 20}",3,gmm,0.17140255109366012
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 5}",4,kmeans,0.18807570415884295
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 5}",4,spectral,0.1694654364473035
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 5}",4,agglomerative,0.15034058932098354
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 5}",4,hdbscan,0.3399488946116069
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 5}",4,gmm,0.1990048831337189
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 8}",4,kmeans,0.19456348223143094
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 8}",4,spectral,0.14323206253896809
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 8}",4,agglomerative,0.14994139504089127
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 8}",4,hdbscan,0.3227683584856903
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 8}",4,gmm,0.16540379065531846
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 10}",4,kmeans,0.19968256599175535
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 10}",4,spectral,0.1402589117823755
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 10}",4,agglomerative,0.15826153734158757
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 10}",4,hdbscan,0.3380983784742152
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 10}",4,gmm,0.1767925156499894
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 15}",4,kmeans,0.19829535087544553
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 15}",4,spectral,0.14036562219165435
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 15}",4,agglomerative,0.17877580432794796
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 15}",4,hdbscan,0.33866201220127706
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 15}",4,gmm,0.19831892573196955
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 20}",4,kmeans,0.21054748003666118
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 20}",4,spectral,0.16668690754260304
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 20}",4,agglomerative,0.15179247422182987
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 20}",4,hdbscan,0.3040461644554088
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 20}",4,gmm,0.18895522214814955
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 5}",5,kmeans,0.18199858463277457
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 5}",5,spectral,0.10060957737031542
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 5}",5,agglomerative,0.14225125882323716
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 5}",5,hdbscan,0.33614530657516206
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 5}",5,gmm,0.18246106759626807
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 8}",5,kmeans,0.2381835329421531
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 8}",5,spectral,0.09837202120510967
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 8}",5,agglomerative,0.16233334735359506
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 8}",5,hdbscan,0.16325869709844448
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 8}",5,gmm,0.18937258823272932
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 10}",5,kmeans,0.22280229524977918
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 10}",5,spectral,0.2328084676526766
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 10}",5,agglomerative,0.17211666003234033
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 10}",5,hdbscan,0.33462483736722937
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 10}",5,gmm,0.1442970912217622
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 15}",5,kmeans,0.16751531903340136
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 15}",5,spectral,0.19911022120600144
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 15}",5,agglomerative,0.1636657024578443
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 15}",5,hdbscan,0.34160794323624566
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 15}",5,gmm,0.17632458259328979
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,kmeans,0.20290998576734748
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,spectral,0.0798952380516221
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,agglomerative,0.18008743604881708
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,hdbscan,0.3060634665619336
UMAP,"{'init': 'pca', 'metric': 'euclidean', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,gmm,0.1759216233619608
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,kmeans,0.18576047641314053
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,spectral,0.08663559524617245
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,agglomerative,0.2323441084645284
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,hdbscan,0.35374944461751334
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,gmm,0.18714529314414138
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,kmeans,0.1965405103129665
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,spectral,0.14167519128335235
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,agglomerative,0.15975571847114864
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,hdbscan,0.3891138416546879
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,gmm,0.1928036182843693
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,kmeans,0.19561832144435454
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,spectral,0.09044385165475072
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,agglomerative,0.16422748721153896
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,hdbscan,0.2610825732089183
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,gmm,0.19021018859136432
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,kmeans,0.19063744420279327
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,spectral,0.16455297960707
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,agglomerative,0.1669058860121501
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,hdbscan,0.3846289090409356
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,gmm,0.18667798490898485
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,kmeans,0.22659293335321537
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,spectral,0.1557359346534188
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,agglomerative,0.16970371064503734
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,hdbscan,0.3897263359922709
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,gmm,0.20657523861293764
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,kmeans,0.24491677058596123
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,spectral,0.24207185137753484
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,agglomerative,0.2792600000668293
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,hdbscan,0.29088870619833423
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,gmm,0.2460280616243795
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,kmeans,0.17171756204123373
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,spectral,0.12161512497858264
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,agglomerative,0.21627628656647713
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,hdbscan,0.40492560057621085
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,gmm,0.17498067400619038
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,kmeans,0.24925403847375868
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,spectral,0.32772152916202
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,agglomerative,0.14998148525862326
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,hdbscan,0.4149668430177069
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,gmm,0.19553648396752932
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,kmeans,0.20099578965050854
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,spectral,0.15567301608198697
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,agglomerative,0.162704190662187
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,hdbscan,0.40334274494184463
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,gmm,0.19355907782866724
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,kmeans,0.19859172809766107
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,spectral,0.11543483568261036
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,agglomerative,0.14992077045403987
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,hdbscan,0.2700769085551735
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,gmm,0.19283648308706483
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,kmeans,0.17287049099831794
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,spectral,0.1432748520283878
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,agglomerative,0.1685365302799916
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,hdbscan,0.4034737503804524
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,gmm,0.1759456285568634
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,kmeans,0.17111529248578916
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,spectral,0.1240672512800448
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,agglomerative,0.22756558780454827
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,hdbscan,0.4029703820782588
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,gmm,0.1903029409009052
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,kmeans,0.17235083276814483
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,spectral,0.10237311522479092
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,agglomerative,0.16599010794590313
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,hdbscan,0.40769535337848417
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,gmm,0.1930229889487907
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,kmeans,0.16206028605891953
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,spectral,0.18633202622022085
UMAP,"{'init': 'pca', 'metric': 'canberra', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,agglomerative,0.160768181061683
